LOT,WAFER,X,Y,HBIN,SBIN
SOC-A7-2025-118,S02,4,-19,2,201
SOC-A7-2025-118,S02,5,-19,1,100
SOC-A7-2025-118,S02,6,-19,1,100
SOC-A7-2025-118,S02,7,-19,1,100
SOC-A7-2025-118,S02,8,-19,2,201
SOC-A7-2025-118,S02,9,-19,2,201
SOC-A7-2025-118,S02,10,-19,2,200
SOC-A7-2025-118,S02,11,-19,1,100
SOC-A7-2025-118,S02,12,-19,1,100
SOC-A7-2025-118,S02,13,-19,3,302
SOC-A7-2025-118,S02,14,-19,3,302
SOC-A7-2025-118,S02,15,-19,1,100
SOC-A7-2025-118,S02,-16,-18,3,303
SOC-A7-2025-118,S02,-15,-18,3,302
SOC-A7-2025-118,S02,-14,-18,8,802
SOC-A7-2025-118,S02,-13,-18,2,201
SOC-A7-2025-118,S02,-12,-18,1,100
SOC-A7-2025-118,S02,-11,-18,1,100
SOC-A7-2025-118,S02,-10,-18,1,100
SOC-A7-2025-118,S02,-9,-18,12,1202
SOC-A7-2025-118,S02,-8,-18,1,100
SOC-A7-2025-118,S02,-7,-18,1,100
SOC-A7-2025-118,S02,-6,-18,10,1001
SOC-A7-2025-118,S02,-5,-18,2,200
SOC-A7-2025-118,S02,-4,-18,2,201
SOC-A7-2025-118,S02,-3,-18,2,200
SOC-A7-2025-118,S02,-2,-18,1,100
SOC-A7-2025-118,S02,-1,-18,2,200
SOC-A7-2025-118,S02,0,-18,10,1002
SOC-A7-2025-118,S02,1,-18,2,200
SOC-A7-2025-118,S02,2,-18,1,100
SOC-A7-2025-118,S02,3,-18,1,100
SOC-A7-2025-118,S02,4,-18,8,801
SOC-A7-2025-118,S02,5,-18,2,200
SOC-A7-2025-118,S02,6,-18,2,201
SOC-A7-2025-118,S02,7,-18,2,201
SOC-A7-2025-118,S02,8,-18,1,100
SOC-A7-2025-118,S02,9,-18,2,201
SOC-A7-2025-118,S02,10,-18,12,1201
SOC-A7-2025-118,S02,11,-18,1,100
SOC-A7-2025-118,S02,12,-18,1,100
SOC-A7-2025-118,S02,13,-18,12,1201
SOC-A7-2025-118,S02,14,-18,1,100
SOC-A7-2025-118,S02,15,-18,1,100
SOC-A7-2025-118,S02,16,-18,3,303
SOC-A7-2025-118,S02,-17,-17,1,100
SOC-A7-2025-118,S02,-16,-17,2,201
SOC-A7-2025-118,S02,-15,-17,3,302
SOC-A7-2025-118,S02,-14,-17,2,201
SOC-A7-2025-118,S02,-13,-17,2,200
SOC-A7-2025-118,S02,-12,-17,2,201
SOC-A7-2025-118,S02,-11,-17,10,1002
SOC-A7-2025-118,S02,-10,-17,10,1001
SOC-A7-2025-118,S02,-9,-17,2,201
SOC-A7-2025-118,S02,-8,-17,2,200
SOC-A7-2025-118,S02,-7,-17,1,100
SOC-A7-2025-118,S02,-6,-17,10,1001
SOC-A7-2025-118,S02,-5,-17,1,100
SOC-A7-2025-118,S02,-4,-17,2,200
SOC-A7-2025-118,S02,-3,-17,1,100
SOC-A7-2025-118,S02,-2,-17,2,201
SOC-A7-2025-118,S02,-1,-17,1,100
SOC-A7-2025-118,S02,0,-17,1,100
SOC-A7-2025-118,S02,1,-17,2,201
SOC-A7-2025-118,S02,2,-17,1,100
SOC-A7-2025-118,S02,3,-17,1,100
SOC-A7-2025-118,S02,4,-17,1,100
SOC-A7-2025-118,S02,5,-17,1,100
SOC-A7-2025-118,S02,6,-17,2,201
SOC-A7-2025-118,S02,7,-17,1,100
SOC-A7-2025-118,S02,8,-17,1,100
SOC-A7-2025-118,S02,9,-17,2,201
SOC-A7-2025-118,S02,10,-17,1,100
SOC-A7-2025-118,S02,11,-17,2,201
SOC-A7-2025-118,S02,12,-17,1,100
SOC-A7-2025-118,S02,13,-17,1,100
SOC-A7-2025-118,S02,14,-17,1,100
SOC-A7-2025-118,S02,15,-17,1,100
SOC-A7-2025-118,S02,16,-17,12,1201
SOC-A7-2025-118,S02,17,-17,12,1202
SOC-A7-2025-118,S02,-18,-16,3,301
SOC-A7-2025-118,S02,-17,-16,10,1001
SOC-A7-2025-118,S02,-16,-16,3,301
SOC-A7-2025-118,S02,-15,-16,2,200
SOC-A7-2025-118,S02,-14,-16,1,100
SOC-A7-2025-118,S02,-13,-16,10,1001
SOC-A7-2025-118,S02,-12,-16,1,100
SOC-A7-2025-118,S02,-11,-16,1,100
SOC-A7-2025-118,S02,-10,-16,1,100
SOC-A7-2025-118,S02,-9,-16,10,1002
SOC-A7-2025-118,S02,-8,-16,1,100
SOC-A7-2025-118,S02,-7,-16,1,100
SOC-A7-2025-118,S02,-6,-16,1,100
SOC-A7-2025-118,S02,-5,-16,2,200
SOC-A7-2025-118,S02,-4,-16,6,602
SOC-A7-2025-118,S02,-3,-16,1,100
SOC-A7-2025-118,S02,-2,-16,1,100
SOC-A7-2025-118,S02,-1,-16,2,200
SOC-A7-2025-118,S02,0,-16,1,100
SOC-A7-2025-118,S02,1,-16,2,201
SOC-A7-2025-118,S02,2,-16,2,200
SOC-A7-2025-118,S02,3,-16,1,100
SOC-A7-2025-118,S02,4,-16,2,201
SOC-A7-2025-118,S02,5,-16,2,200
SOC-A7-2025-118,S02,6,-16,1,100
SOC-A7-2025-118,S02,7,-16,1,100
SOC-A7-2025-118,S02,8,-16,2,200
SOC-A7-2025-118,S02,9,-16,1,100
SOC-A7-2025-118,S02,10,-16,1,100
SOC-A7-2025-118,S02,11,-16,1,100
SOC-A7-2025-118,S02,12,-16,2,200
SOC-A7-2025-118,S02,13,-16,2,200
SOC-A7-2025-118,S02,14,-16,1,100
SOC-A7-2025-118,S02,15,-16,1,100
SOC-A7-2025-118,S02,16,-16,3,301
SOC-A7-2025-118,S02,17,-16,1,100
SOC-A7-2025-118,S02,18,-16,3,302
SOC-A7-2025-118,S02,-19,-15,1,100
SOC-A7-2025-118,S02,-18,-15,3,301
SOC-A7-2025-118,S02,-17,-15,12,1202
SOC-A7-2025-118,S02,-16,-15,2,200
SOC-A7-2025-118,S02,-15,-15,10,1002
SOC-A7-2025-118,S02,-14,-15,2,201
SOC-A7-2025-118,S02,-13,-15,2,201
SOC-A7-2025-118,S02,-12,-15,10,1001
SOC-A7-2025-118,S02,-11,-15,10,1002
SOC-A7-2025-118,S02,-10,-15,1,100
SOC-A7-2025-118,S02,-9,-15,1,100
SOC-A7-2025-118,S02,-8,-15,1,100
SOC-A7-2025-118,S02,-7,-15,10,1001
SOC-A7-2025-118,S02,-6,-15,2,201
SOC-A7-2025-118,S02,-5,-15,1,100
SOC-A7-2025-118,S02,-4,-15,1,100
SOC-A7-2025-118,S02,-3,-15,2,200
SOC-A7-2025-118,S02,-2,-15,10,1002
SOC-A7-2025-118,S02,-1,-15,2,200
SOC-A7-2025-118,S02,0,-15,1,100
SOC-A7-2025-118,S02,1,-15,1,100
SOC-A7-2025-118,S02,2,-15,1,100
SOC-A7-2025-118,S02,3,-15,1,100
SOC-A7-2025-118,S02,4,-15,1,100
SOC-A7-2025-118,S02,5,-15,1,100
SOC-A7-2025-118,S02,6,-15,2,200
SOC-A7-2025-118,S02,7,-15,1,100
SOC-A7-2025-118,S02,8,-15,1,100
SOC-A7-2025-118,S02,9,-15,1,100
SOC-A7-2025-118,S02,10,-15,1,100
SOC-A7-2025-118,S02,11,-15,1,100
SOC-A7-2025-118,S02,12,-15,1,100
SOC-A7-2025-118,S02,13,-15,1,100
SOC-A7-2025-118,S02,14,-15,1,100
SOC-A7-2025-118,S02,15,-15,1,100
SOC-A7-2025-118,S02,16,-15,1,100
SOC-A7-2025-118,S02,17,-15,1,100
SOC-A7-2025-118,S02,18,-15,1,100
SOC-A7-2025-118,S02,19,-15,1,100
SOC-A7-2025-118,S02,-19,-14,3,302
SOC-A7-2025-118,S02,-18,-14,2,201
SOC-A7-2025-118,S02,-17,-14,1,100
SOC-A7-2025-118,S02,-16,-14,10,1002
SOC-A7-2025-118,S02,-15,-14,1,100
SOC-A7-2025-118,S02,-14,-14,1,100
SOC-A7-2025-118,S02,-13,-14,2,200
SOC-A7-2025-118,S02,-12,-14,1,100
SOC-A7-2025-118,S02,-11,-14,1,100
SOC-A7-2025-118,S02,-10,-14,10,1001
SOC-A7-2025-118,S02,-9,-14,1,100
SOC-A7-2025-118,S02,-8,-14,1,100
SOC-A7-2025-118,S02,-7,-14,1,100
SOC-A7-2025-118,S02,-6,-14,2,200
SOC-A7-2025-118,S02,-5,-14,1,100
SOC-A7-2025-118,S02,-4,-14,1,100
SOC-A7-2025-118,S02,-3,-14,10,1001
SOC-A7-2025-118,S02,-2,-14,1,100
SOC-A7-2025-118,S02,-1,-14,1,100
SOC-A7-2025-118,S02,0,-14,2,200
SOC-A7-2025-118,S02,1,-14,8,801
SOC-A7-2025-118,S02,2,-14,6,603
SOC-A7-2025-118,S02,3,-14,1,100
SOC-A7-2025-118,S02,4,-14,1,100
SOC-A7-2025-118,S02,5,-14,1,100
SOC-A7-2025-118,S02,6,-14,1,100
SOC-A7-2025-118,S02,7,-14,1,100
SOC-A7-2025-118,S02,8,-14,1,100
SOC-A7-2025-118,S02,9,-14,1,100
SOC-A7-2025-118,S02,10,-14,1,100
SOC-A7-2025-118,S02,11,-14,1,100
SOC-A7-2025-118,S02,12,-14,2,201
SOC-A7-2025-118,S02,13,-14,1,100
SOC-A7-2025-118,S02,14,-14,1,100
SOC-A7-2025-118,S02,15,-14,1,100
SOC-A7-2025-118,S02,16,-14,2,201
SOC-A7-2025-118,S02,17,-14,1,100
SOC-A7-2025-118,S02,18,-14,3,303
SOC-A7-2025-118,S02,19,-14,3,302
SOC-A7-2025-118,S02,-20,-13,1,100
SOC-A7-2025-118,S02,-19,-13,10,1002
SOC-A7-2025-118,S02,-18,-13,2,200
SOC-A7-2025-118,S02,-17,-13,1,100
SOC-A7-2025-118,S02,-16,-13,1,100
SOC-A7-2025-118,S02,-15,-13,1,100
SOC-A7-2025-118,S02,-14,-13,1,100
SOC-A7-2025-118,S02,-13,-13,10,1001
SOC-A7-2025-118,S02,-12,-13,2,200
SOC-A7-2025-118,S02,-11,-13,1,100
SOC-A7-2025-118,S02,-10,-13,1,100
SOC-A7-2025-118,S02,-9,-13,2,201
SOC-A7-2025-118,S02,-8,-13,10,1001
SOC-A7-2025-118,S02,-7,-13,1,100
SOC-A7-2025-118,S02,-6,-13,1,100
SOC-A7-2025-118,S02,-5,-13,2,201
SOC-A7-2025-118,S02,-4,-13,1,100
SOC-A7-2025-118,S02,-3,-13,1,100
SOC-A7-2025-118,S02,-2,-13,1,100
SOC-A7-2025-118,S02,-1,-13,1,100
SOC-A7-2025-118,S02,0,-13,1,100
SOC-A7-2025-118,S02,1,-13,2,200
SOC-A7-2025-118,S02,2,-13,11,1101
SOC-A7-2025-118,S02,3,-13,11,1101
SOC-A7-2025-118,S02,4,-13,1,100
SOC-A7-2025-118,S02,5,-13,1,100
SOC-A7-2025-118,S02,6,-13,2,200
SOC-A7-2025-118,S02,7,-13,1,100
SOC-A7-2025-118,S02,8,-13,1,100
SOC-A7-2025-118,S02,9,-13,1,100
SOC-A7-2025-118,S02,10,-13,1,100
SOC-A7-2025-118,S02,11,-13,1,100
SOC-A7-2025-118,S02,12,-13,2,201
SOC-A7-2025-118,S02,13,-13,1,100
SOC-A7-2025-118,S02,14,-13,1,100
SOC-A7-2025-118,S02,15,-13,1,100
SOC-A7-2025-118,S02,16,-13,12,1202
SOC-A7-2025-118,S02,17,-13,2,201
SOC-A7-2025-118,S02,18,-13,1,100
SOC-A7-2025-118,S02,19,-13,1,100
SOC-A7-2025-118,S02,20,-13,2,200
SOC-A7-2025-118,S02,-21,-12,10,1002
SOC-A7-2025-118,S02,-20,-12,10,1001
SOC-A7-2025-118,S02,-19,-12,10,1001
SOC-A7-2025-118,S02,-18,-12,1,100
SOC-A7-2025-118,S02,-17,-12,1,100
SOC-A7-2025-118,S02,-16,-12,1,100
SOC-A7-2025-118,S02,-15,-12,2,201
SOC-A7-2025-118,S02,-14,-12,2,201
SOC-A7-2025-118,S02,-13,-12,1,100
SOC-A7-2025-118,S02,-12,-12,10,1001
SOC-A7-2025-118,S02,-11,-12,2,201
SOC-A7-2025-118,S02,-10,-12,1,100
SOC-A7-2025-118,S02,-9,-12,2,201
SOC-A7-2025-118,S02,-8,-12,1,100
SOC-A7-2025-118,S02,-7,-12,1,100
SOC-A7-2025-118,S02,-6,-12,2,200
SOC-A7-2025-118,S02,-5,-12,1,100
SOC-A7-2025-118,S02,-4,-12,6,601
SOC-A7-2025-118,S02,-3,-12,2,201
SOC-A7-2025-118,S02,-2,-12,1,100
SOC-A7-2025-118,S02,-1,-12,2,201
SOC-A7-2025-118,S02,0,-12,1,100
SOC-A7-2025-118,S02,1,-12,6,601
SOC-A7-2025-118,S02,2,-12,2,201
SOC-A7-2025-118,S02,3,-12,2,201
SOC-A7-2025-118,S02,4,-12,1,100
SOC-A7-2025-118,S02,5,-12,6,601
SOC-A7-2025-118,S02,6,-12,1,100
SOC-A7-2025-118,S02,7,-12,1,100
SOC-A7-2025-118,S02,8,-12,2,201
SOC-A7-2025-118,S02,9,-12,1,100
SOC-A7-2025-118,S02,10,-12,1,100
SOC-A7-2025-118,S02,11,-12,1,100
SOC-A7-2025-118,S02,12,-12,1,100
SOC-A7-2025-118,S02,13,-12,1,100
SOC-A7-2025-118,S02,14,-12,1,100
SOC-A7-2025-118,S02,15,-12,1,100
SOC-A7-2025-118,S02,16,-12,6,603
SOC-A7-2025-118,S02,17,-12,8,802
SOC-A7-2025-118,S02,18,-12,1,100
SOC-A7-2025-118,S02,19,-12,1,100
SOC-A7-2025-118,S02,20,-12,3,301
SOC-A7-2025-118,S02,21,-12,12,1201
SOC-A7-2025-118,S02,-21,-11,3,301
SOC-A7-2025-118,S02,-20,-11,2,200
SOC-A7-2025-118,S02,-19,-11,1,100
SOC-A7-2025-118,S02,-18,-11,1,100
SOC-A7-2025-118,S02,-17,-11,1,100
SOC-A7-2025-118,S02,-16,-11,2,200
SOC-A7-2025-118,S02,-15,-11,10,1001
SOC-A7-2025-118,S02,-14,-11,2,201
SOC-A7-2025-118,S02,-13,-11,1,100
SOC-A7-2025-118,S02,-12,-11,1,100
SOC-A7-2025-118,S02,-11,-11,1,100
SOC-A7-2025-118,S02,-10,-11,2,201
SOC-A7-2025-118,S02,-9,-11,1,100
SOC-A7-2025-118,S02,-8,-11,1,100
SOC-A7-2025-118,S02,-7,-11,1,100
SOC-A7-2025-118,S02,-6,-11,10,1001
SOC-A7-2025-118,S02,-5,-11,1,100
SOC-A7-2025-118,S02,-4,-11,1,100
SOC-A7-2025-118,S02,-3,-11,1,100
SOC-A7-2025-118,S02,-2,-11,2,200
SOC-A7-2025-118,S02,-1,-11,1,100
SOC-A7-2025-118,S02,0,-11,2,201
SOC-A7-2025-118,S02,1,-11,1,100
SOC-A7-2025-118,S02,2,-11,2,201
SOC-A7-2025-118,S02,3,-11,1,100
SOC-A7-2025-118,S02,4,-11,1,100
SOC-A7-2025-118,S02,5,-11,1,100
SOC-A7-2025-118,S02,6,-11,1,100
SOC-A7-2025-118,S02,7,-11,1,100
SOC-A7-2025-118,S02,8,-11,1,100
SOC-A7-2025-118,S02,9,-11,1,100
SOC-A7-2025-118,S02,10,-11,1,100
SOC-A7-2025-118,S02,11,-11,1,100
SOC-A7-2025-118,S02,12,-11,2,201
SOC-A7-2025-118,S02,13,-11,8,801
SOC-A7-2025-118,S02,14,-11,1,100
SOC-A7-2025-118,S02,15,-11,1,100
SOC-A7-2025-118,S02,16,-11,1,100
SOC-A7-2025-118,S02,17,-11,1,100
SOC-A7-2025-118,S02,18,-11,17,1701
SOC-A7-2025-118,S02,19,-11,1,100
SOC-A7-2025-118,S02,20,-11,8,801
SOC-A7-2025-118,S02,21,-11,1,100
SOC-A7-2025-118,S02,-22,-10,3,301
SOC-A7-2025-118,S02,-21,-10,1,100
SOC-A7-2025-118,S02,-20,-10,1,100
SOC-A7-2025-118,S02,-19,-10,2,200
SOC-A7-2025-118,S02,-18,-10,2,200
SOC-A7-2025-118,S02,-17,-10,1,100
SOC-A7-2025-118,S02,-16,-10,2,200
SOC-A7-2025-118,S02,-15,-10,1,100
SOC-A7-2025-118,S02,-14,-10,1,100
SOC-A7-2025-118,S02,-13,-10,10,1001
SOC-A7-2025-118,S02,-12,-10,1,100
SOC-A7-2025-118,S02,-11,-10,10,1001
SOC-A7-2025-118,S02,-10,-10,1,100
SOC-A7-2025-118,S02,-9,-10,10,1001
SOC-A7-2025-118,S02,-8,-10,1,100
SOC-A7-2025-118,S02,-7,-10,10,1001
SOC-A7-2025-118,S02,-6,-10,2,201
SOC-A7-2025-118,S02,-5,-10,1,100
SOC-A7-2025-118,S02,-4,-10,1,100
SOC-A7-2025-118,S02,-3,-10,1,100
SOC-A7-2025-118,S02,-2,-10,1,100
SOC-A7-2025-118,S02,-1,-10,1,100
SOC-A7-2025-118,S02,0,-10,8,801
SOC-A7-2025-118,S02,1,-10,1,100
SOC-A7-2025-118,S02,2,-10,1,100
SOC-A7-2025-118,S02,3,-10,1,100
SOC-A7-2025-118,S02,4,-10,1,100
SOC-A7-2025-118,S02,5,-10,17,1701
SOC-A7-2025-118,S02,6,-10,1,100
SOC-A7-2025-118,S02,7,-10,1,100
SOC-A7-2025-118,S02,8,-10,1,100
SOC-A7-2025-118,S02,9,-10,1,100
SOC-A7-2025-118,S02,10,-10,2,201
SOC-A7-2025-118,S02,11,-10,1,100
SOC-A7-2025-118,S02,12,-10,1,100
SOC-A7-2025-118,S02,13,-10,1,100
SOC-A7-2025-118,S02,14,-10,1,100
SOC-A7-2025-118,S02,15,-10,1,100
SOC-A7-2025-118,S02,16,-10,1,100
SOC-A7-2025-118,S02,17,-10,1,100
SOC-A7-2025-118,S02,18,-10,2,200
SOC-A7-2025-118,S02,19,-10,1,100
SOC-A7-2025-118,S02,20,-10,12,1201
SOC-A7-2025-118,S02,21,-10,1,100
SOC-A7-2025-118,S02,22,-10,2,200
SOC-A7-2025-118,S02,-22,-9,3,302
SOC-A7-2025-118,S02,-21,-9,2,200
SOC-A7-2025-118,S02,-20,-9,2,200
SOC-A7-2025-118,S02,-19,-9,1,100
SOC-A7-2025-118,S02,-18,-9,1,100
SOC-A7-2025-118,S02,-17,-9,6,603
SOC-A7-2025-118,S02,-16,-9,1,100
SOC-A7-2025-118,S02,-15,-9,2,201
SOC-A7-2025-118,S02,-14,-9,1,100
SOC-A7-2025-118,S02,-13,-9,7,702
SOC-A7-2025-118,S02,-12,-9,1,100
SOC-A7-2025-118,S02,-11,-9,1,100
SOC-A7-2025-118,S02,-10,-9,1,100
SOC-A7-2025-118,S02,-9,-9,1,100
SOC-A7-2025-118,S02,-8,-9,1,100
SOC-A7-2025-118,S02,-7,-9,2,201
SOC-A7-2025-118,S02,-6,-9,2,200
SOC-A7-2025-118,S02,-5,-9,1,100
SOC-A7-2025-118,S02,-4,-9,2,201
SOC-A7-2025-118,S02,-3,-9,1,100
SOC-A7-2025-118,S02,-2,-9,1,100
SOC-A7-2025-118,S02,-1,-9,1,100
SOC-A7-2025-118,S02,0,-9,1,100
SOC-A7-2025-118,S02,1,-9,1,100
SOC-A7-2025-118,S02,2,-9,2,201
SOC-A7-2025-118,S02,3,-9,1,100
SOC-A7-2025-118,S02,4,-9,1,100
SOC-A7-2025-118,S02,5,-9,2,201
SOC-A7-2025-118,S02,6,-9,1,100
SOC-A7-2025-118,S02,7,-9,1,100
SOC-A7-2025-118,S02,8,-9,1,100
SOC-A7-2025-118,S02,9,-9,8,801
SOC-A7-2025-118,S02,10,-9,1,100
SOC-A7-2025-118,S02,11,-9,1,100
SOC-A7-2025-118,S02,12,-9,1,100
SOC-A7-2025-118,S02,13,-9,1,100
SOC-A7-2025-118,S02,14,-9,2,201
SOC-A7-2025-118,S02,15,-9,2,201
SOC-A7-2025-118,S02,16,-9,1,100
SOC-A7-2025-118,S02,17,-9,1,100
SOC-A7-2025-118,S02,18,-9,12,1201
SOC-A7-2025-118,S02,19,-9,1,100
SOC-A7-2025-118,S02,20,-9,1,100
SOC-A7-2025-118,S02,21,-9,1,100
SOC-A7-2025-118,S02,22,-9,1,100
SOC-A7-2025-118,S02,-22,-8,10,1002
SOC-A7-2025-118,S02,-21,-8,1,100
SOC-A7-2025-118,S02,-20,-8,6,601
SOC-A7-2025-118,S02,-19,-8,12,1202
SOC-A7-2025-118,S02,-18,-8,1,100
SOC-A7-2025-118,S02,-17,-8,1,100
SOC-A7-2025-118,S02,-16,-8,1,100
SOC-A7-2025-118,S02,-15,-8,1,100
SOC-A7-2025-118,S02,-14,-8,2,201
SOC-A7-2025-118,S02,-13,-8,1,100
SOC-A7-2025-118,S02,-12,-8,7,701
SOC-A7-2025-118,S02,-11,-8,7,702
SOC-A7-2025-118,S02,-10,-8,1,100
SOC-A7-2025-118,S02,-9,-8,1,100
SOC-A7-2025-118,S02,-8,-8,2,200
SOC-A7-2025-118,S02,-7,-8,2,201
SOC-A7-2025-118,S02,-6,-8,2,201
SOC-A7-2025-118,S02,-5,-8,1,100
SOC-A7-2025-118,S02,-4,-8,2,200
SOC-A7-2025-118,S02,-3,-8,1,100
SOC-A7-2025-118,S02,-2,-8,1,100
SOC-A7-2025-118,S02,-1,-8,1,100
SOC-A7-2025-118,S02,0,-8,2,200
SOC-A7-2025-118,S02,1,-8,1,100
SOC-A7-2025-118,S02,2,-8,1,100
SOC-A7-2025-118,S02,3,-8,1,100
SOC-A7-2025-118,S02,4,-8,1,100
SOC-A7-2025-118,S02,5,-8,2,201
SOC-A7-2025-118,S02,6,-8,1,100
SOC-A7-2025-118,S02,7,-8,1,100
SOC-A7-2025-118,S02,8,-8,1,100
SOC-A7-2025-118,S02,9,-8,1,100
SOC-A7-2025-118,S02,10,-8,1,100
SOC-A7-2025-118,S02,11,-8,1,100
SOC-A7-2025-118,S02,12,-8,1,100
SOC-A7-2025-118,S02,13,-8,1,100
SOC-A7-2025-118,S02,14,-8,1,100
SOC-A7-2025-118,S02,15,-8,2,200
SOC-A7-2025-118,S02,16,-8,1,100
SOC-A7-2025-118,S02,17,-8,1,100
SOC-A7-2025-118,S02,18,-8,1,100
SOC-A7-2025-118,S02,19,-8,12,1201
SOC-A7-2025-118,S02,20,-8,1,100
SOC-A7-2025-118,S02,21,-8,6,601
SOC-A7-2025-118,S02,22,-8,1,100
SOC-A7-2025-118,S02,-23,-7,10,1002
SOC-A7-2025-118,S02,-22,-7,2,200
SOC-A7-2025-118,S02,-21,-7,12,1202
SOC-A7-2025-118,S02,-20,-7,1,100
SOC-A7-2025-118,S02,-19,-7,1,100
SOC-A7-2025-118,S02,-18,-7,1,100
SOC-A7-2025-118,S02,-17,-7,2,201
SOC-A7-2025-118,S02,-16,-7,1,100
SOC-A7-2025-118,S02,-15,-7,2,201
SOC-A7-2025-118,S02,-14,-7,2,201
SOC-A7-2025-118,S02,-13,-7,1,100
SOC-A7-2025-118,S02,-12,-7,1,100
SOC-A7-2025-118,S02,-11,-7,7,702
SOC-A7-2025-118,S02,-10,-7,7,702
SOC-A7-2025-118,S02,-9,-7,7,701
SOC-A7-2025-118,S02,-8,-7,1,100
SOC-A7-2025-118,S02,-7,-7,1,100
SOC-A7-2025-118,S02,-6,-7,2,201
SOC-A7-2025-118,S02,-5,-7,1,100
SOC-A7-2025-118,S02,-4,-7,2,200
SOC-A7-2025-118,S02,-3,-7,1,100
SOC-A7-2025-118,S02,-2,-7,1,100
SOC-A7-2025-118,S02,-1,-7,1,100
SOC-A7-2025-118,S02,0,-7,2,200
SOC-A7-2025-118,S02,1,-7,1,100
SOC-A7-2025-118,S02,2,-7,1,100
SOC-A7-2025-118,S02,3,-7,1,100
SOC-A7-2025-118,S02,4,-7,1,100
SOC-A7-2025-118,S02,5,-7,1,100
SOC-A7-2025-118,S02,6,-7,1,100
SOC-A7-2025-118,S02,7,-7,1,100
SOC-A7-2025-118,S02,8,-7,2,201
SOC-A7-2025-118,S02,9,-7,1,100
SOC-A7-2025-118,S02,10,-7,1,100
SOC-A7-2025-118,S02,11,-7,2,200
SOC-A7-2025-118,S02,12,-7,1,100
SOC-A7-2025-118,S02,13,-7,1,100
SOC-A7-2025-118,S02,14,-7,1,100
SOC-A7-2025-118,S02,15,-7,1,100
SOC-A7-2025-118,S02,16,-7,2,200
SOC-A7-2025-118,S02,17,-7,1,100
SOC-A7-2025-118,S02,18,-7,2,201
SOC-A7-2025-118,S02,19,-7,1,100
SOC-A7-2025-118,S02,20,-7,1,100
SOC-A7-2025-118,S02,21,-7,1,100
SOC-A7-2025-118,S02,22,-7,1,100
SOC-A7-2025-118,S02,23,-7,17,1701
SOC-A7-2025-118,S02,-23,-6,1,100
SOC-A7-2025-118,S02,-22,-6,1,100
SOC-A7-2025-118,S02,-21,-6,1,100
SOC-A7-2025-118,S02,-20,-6,1,100
SOC-A7-2025-118,S02,-19,-6,1,100
SOC-A7-2025-118,S02,-18,-6,1,100
SOC-A7-2025-118,S02,-17,-6,1,100
SOC-A7-2025-118,S02,-16,-6,1,100
SOC-A7-2025-118,S02,-15,-6,10,1001
SOC-A7-2025-118,S02,-14,-6,2,200
SOC-A7-2025-118,S02,-13,-6,2,201
SOC-A7-2025-118,S02,-12,-6,1,100
SOC-A7-2025-118,S02,-11,-6,1,100
SOC-A7-2025-118,S02,-10,-6,8,802
SOC-A7-2025-118,S02,-9,-6,7,701
SOC-A7-2025-118,S02,-8,-6,7,702
SOC-A7-2025-118,S02,-7,-6,1,100
SOC-A7-2025-118,S02,-6,-6,1,100
SOC-A7-2025-118,S02,-5,-6,1,100
SOC-A7-2025-118,S02,-4,-6,1,100
SOC-A7-2025-118,S02,-3,-6,2,200
SOC-A7-2025-118,S02,-2,-6,2,201
SOC-A7-2025-118,S02,-1,-6,2,201
SOC-A7-2025-118,S02,0,-6,1,100
SOC-A7-2025-118,S02,1,-6,1,100
SOC-A7-2025-118,S02,2,-6,2,200
SOC-A7-2025-118,S02,3,-6,1,100
SOC-A7-2025-118,S02,4,-6,1,100
SOC-A7-2025-118,S02,5,-6,1,100
SOC-A7-2025-118,S02,6,-6,1,100
SOC-A7-2025-118,S02,7,-6,1,100
SOC-A7-2025-118,S02,8,-6,4,401
SOC-A7-2025-118,S02,9,-6,4,401
SOC-A7-2025-118,S02,10,-6,1,100
SOC-A7-2025-118,S02,11,-6,17,1701
SOC-A7-2025-118,S02,12,-6,1,100
SOC-A7-2025-118,S02,13,-6,1,100
SOC-A7-2025-118,S02,14,-6,1,100
SOC-A7-2025-118,S02,15,-6,2,200
SOC-A7-2025-118,S02,16,-6,15,1502
SOC-A7-2025-118,S02,17,-6,1,100
SOC-A7-2025-118,S02,18,-6,1,100
SOC-A7-2025-118,S02,19,-6,1,100
SOC-A7-2025-118,S02,20,-6,1,100
SOC-A7-2025-118,S02,21,-6,1,100
SOC-A7-2025-118,S02,22,-6,9,902
SOC-A7-2025-118,S02,23,-6,3,302
SOC-A7-2025-118,S02,-23,-5,1,100
SOC-A7-2025-118,S02,-22,-5,3,303
SOC-A7-2025-118,S02,-21,-5,1,100
SOC-A7-2025-118,S02,-20,-5,1,100
SOC-A7-2025-118,S02,-19,-5,1,100
SOC-A7-2025-118,S02,-18,-5,10,1002
SOC-A7-2025-118,S02,-17,-5,10,1002
SOC-A7-2025-118,S02,-16,-5,2,200
SOC-A7-2025-118,S02,-15,-5,2,201
SOC-A7-2025-118,S02,-14,-5,1,100
SOC-A7-2025-118,S02,-13,-5,10,1002
SOC-A7-2025-118,S02,-12,-5,10,1002
SOC-A7-2025-118,S02,-11,-5,2,201
SOC-A7-2025-118,S02,-10,-5,2,200
SOC-A7-2025-118,S02,-9,-5,1,100
SOC-A7-2025-118,S02,-8,-5,1,100
SOC-A7-2025-118,S02,-7,-5,7,702
