lot_num,wafer_num,step_x,step_y,bin,tester,node_nam,tst_temp
PWR-LOT-2025-44,W01,4,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,14,0,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-14,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,1,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,1,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,1,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,1,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,1,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,1,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,14,1,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-14,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,2,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,2,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,2,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,2,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,2,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,2,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,2,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,14,2,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,3,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,3,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,3,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,3,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,3,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,3,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,3,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,3,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,4,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,4,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,4,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,4,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-13,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,5,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,5,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,5,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,5,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,5,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,5,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,13,5,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,6,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,6,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,6,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,6,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,6,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-12,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,7,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,7,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,7,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,12,7,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-11,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,8,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,8,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,8,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,8,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,8,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,11,8,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,9,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,9,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,9,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,9,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,9,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-10,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-9,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,10,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,10,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,10,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,9,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,10,10,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-8,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,11,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,11,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,8,11,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-7,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-6,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,12,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,12,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,6,12,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,7,12,2,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-5,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-4,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-3,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,3,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,4,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,5,13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-2,14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,-1,14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,0,14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,1,14,3,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W01,2,14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,-2,-14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,-1,-14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,0,-14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,1,-14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,2,-14,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,-5,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,-4,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,-3,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,-2,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,-1,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,0,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,1,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,2,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,3,-13,1,EAGLE-01,PHOENIX-3A,25
PWR-LOT-2025-44,W02,4,-13,1,EAGLE-01,PHOENIX-3A,25
