lot,wafer,x,y,siteId,hbin,sbin,testdate,temp,testA,testB,testC
LOT123,W01,12,0,344,1,10,2026-04-22,25,1.012,0.497,46.759
LOT123,W01,13,0,345,2,20,2026-04-22,25,0.887,0.484,66.527
LOT123,W01,14,0,346,1,10,2026-04-22,25,1.038,0.447,51.599
LOT123,W01,-14,1,347,1,10,2026-04-22,25,1.322,0.475,45.882
LOT123,W01,-13,1,348,1,10,2026-04-22,25,1.042,0.470,56.901
LOT123,W01,-12,1,349,3,40,2026-04-22,25,1.087,0.494,63.907
LOT123,W01,-11,1,350,1,10,2026-04-22,25,0.919,0.489,27.035
LOT123,W01,-10,1,351,1,10,2026-04-22,25,0.978,0.511,50.729
LOT123,W01,-9,1,352,1,10,2026-04-22,25,0.958,0.497,46.743
LOT123,W01,-8,1,353,1,10,2026-04-22,25,1.028,0.472,52.522
LOT123,W01,-7,1,354,4,45,2026-04-22,25,1.085,0.454,58.914
LOT123,W01,-6,1,355,1,10,2026-04-22,25,1.077,0.483,42.471
LOT123,W01,-5,1,356,1,10,2026-04-22,25,1.092,0.540,48.568
LOT123,W01,-4,1,357,1,10,2026-04-22,25,1.310,0.468,63.923
LOT123,W01,-3,1,358,1,10,2026-04-22,25,1.123,0.504,50.990
LOT123,W01,-2,1,359,1,10,2026-04-22,25,1.049,0.442,65.696
LOT123,W01,-1,1,360,1,10,2026-04-22,25,0.814,0.484,58.921
LOT123,W01,0,1,361,1,10,2026-04-22,25,1.129,0.466,37.931
LOT123,W01,1,1,362,1,10,2026-04-22,25,1.068,0.474,32.867
LOT123,W01,2,1,363,1,10,2026-04-22,25,1.030,0.503,46.131
LOT123,W01,3,1,364,1,10,2026-04-22,25,0.859,0.463,54.936
LOT123,W01,4,1,365,1,10,2026-04-22,25,1.018,0.508,40.208
LOT123,W01,5,1,366,1,10,2026-04-22,25,0.915,0.473,59.030
LOT123,W01,6,1,367,1,10,2026-04-22,25,0.954,0.471,54.431
LOT123,W01,7,1,368,1,10,2026-04-22,25,1.166,0.502,40.201
LOT123,W01,8,1,369,1,10,2026-04-22,25,1.067,0.473,53.430
LOT123,W01,9,1,370,1,10,2026-04-22,25,1.046,0.457,30.399
LOT123,W01,10,1,371,1,10,2026-04-22,25,0.950,0.487,59.484
LOT123,W01,11,1,372,2,20,2026-04-22,25,1.154,0.524,29.896
LOT123,W01,12,1,373,1,10,2026-04-22,25,0.908,0.487,50.798
LOT123,W01,13,1,374,1,10,2026-04-22,25,1.081,0.500,45.476
LOT123,W01,14,1,375,1,10,2026-04-22,25,1.217,0.469,72.557
LOT123,W01,-14,2,376,1,10,2026-04-22,25,1.055,0.502,78.315
LOT123,W01,-13,2,377,1,10,2026-04-22,25,1.035,0.482,87.560
LOT123,W01,-12,2,378,2,20,2026-04-22,25,1.136,0.493,47.946
LOT123,W01,-11,2,379,1,10,2026-04-22,25,1.164,0.523,60.803
LOT123,W01,-10,2,380,1,10,2026-04-22,25,1.058,0.490,58.974
LOT123,W01,-9,2,381,1,10,2026-04-22,25,1.052,0.494,50.128
LOT123,W01,-8,2,382,1,10,2026-04-22,25,1.089,0.485,53.676
LOT123,W01,-7,2,383,1,10,2026-04-22,25,0.996,0.489,50.118
LOT123,W01,-6,2,384,1,10,2026-04-22,25,1.090,0.452,26.378
LOT123,W01,-5,2,385,1,10,2026-04-22,25,1.044,0.441,54.126
LOT123,W01,-4,2,386,1,10,2026-04-22,25,0.971,0.523,48.181
LOT123,W01,-3,2,387,1,10,2026-04-22,25,0.984,0.498,58.472
LOT123,W01,-2,2,388,1,10,2026-04-22,25,1.101,0.479,73.388
LOT123,W01,-1,2,389,1,10,2026-04-22,25,1.124,0.476,48.742
LOT123,W01,0,2,390,3,40,2026-04-22,25,1.230,0.485,56.859
LOT123,W01,1,2,391,1,10,2026-04-22,25,0.793,0.491,51.312
LOT123,W01,2,2,392,2,20,2026-04-22,25,1.013,0.497,59.591
LOT123,W01,3,2,393,1,10,2026-04-22,25,1.149,0.459,60.169
LOT123,W01,4,2,394,1,10,2026-04-22,25,0.963,0.489,53.661
LOT123,W01,5,2,395,1,10,2026-04-22,25,0.939,0.503,67.469
LOT123,W01,6,2,396,1,10,2026-04-22,25,1.081,0.494,22.899
LOT123,W01,7,2,397,1,10,2026-04-22,25,1.341,0.509,40.167
LOT123,W01,8,2,398,1,10,2026-04-22,25,0.890,0.495,81.262
LOT123,W01,9,2,399,2,20,2026-04-22,25,0.933,0.463,49.633
LOT123,W01,10,2,400,1,10,2026-04-22,25,1.020,0.486,37.197
LOT123,W01,11,2,401,1,10,2026-04-22,25,1.140,0.499,67.374
LOT123,W01,12,2,402,1,10,2026-04-22,25,1.187,0.482,44.699
LOT123,W01,13,2,403,2,20,2026-04-22,25,1.120,0.493,59.129
LOT123,W01,14,2,404,3,40,2026-04-22,25,1.004,0.500,66.785
LOT123,W01,-14,3,405,2,20,2026-04-22,25,1.232,0.524,66.618
LOT123,W01,-13,3,406,1,10,2026-04-22,25,1.208,0.492,39.079
LOT123,W01,-12,3,407,1,10,2026-04-22,25,0.993,0.517,66.935
LOT123,W01,-11,3,408,1,10,2026-04-22,25,1.028,0.496,60.501
LOT123,W01,-10,3,409,1,10,2026-04-22,25,0.977,0.494,56.349
LOT123,W01,-9,3,410,1,10,2026-04-22,25,1.103,0.482,64.888
LOT123,W01,-8,3,411,1,10,2026-04-22,25,1.072,0.491,53.652
LOT123,W01,-7,3,412,1,10,2026-04-22,25,1.090,0.493,59.290
LOT123,W01,-6,3,413,1,10,2026-04-22,25,1.010,0.549,50.123
LOT123,W01,-5,3,414,1,10,2026-04-22,25,1.056,0.447,63.229
LOT123,W01,-4,3,415,1,10,2026-04-22,25,1.230,0.476,41.146
LOT123,W01,-3,3,416,1,10,2026-04-22,25,0.898,0.493,37.269
LOT123,W01,-2,3,417,1,10,2026-04-22,25,1.143,0.493,51.708
LOT123,W01,-1,3,418,1,10,2026-04-22,25,1.079,0.487,48.421
LOT123,W01,0,3,419,1,10,2026-04-22,25,0.976,0.504,58.618
LOT123,W01,1,3,420,3,40,2026-04-22,25,0.807,0.462,77.329
LOT123,W01,2,3,421,1,10,2026-04-22,25,1.106,0.488,65.261
LOT123,W01,3,3,422,1,10,2026-04-22,25,1.050,0.480,38.748
LOT123,W01,4,3,423,1,10,2026-04-22,25,1.130,0.496,49.254
LOT123,W01,5,3,424,1,10,2026-04-22,25,0.985,0.514,58.101
LOT123,W01,6,3,425,1,10,2026-04-22,25,1.051,0.483,56.082
LOT123,W01,7,3,426,1,10,2026-04-22,25,1.037,0.460,69.171
LOT123,W01,8,3,427,3,40,2026-04-22,25,1.037,0.512,52.286
LOT123,W01,9,3,428,1,10,2026-04-22,25,1.108,0.501,70.976
LOT123,W01,10,3,429,2,20,2026-04-22,25,1.030,0.490,63.688
LOT123,W01,11,3,430,1,10,2026-04-22,25,1.124,0.493,49.349
LOT123,W01,12,3,431,1,10,2026-04-22,25,0.899,0.472,41.795
LOT123,W01,13,3,432,1,10,2026-04-22,25,1.067,0.496,65.713
LOT123,W01,14,3,433,1,10,2026-04-22,25,1.031,0.481,38.276
LOT123,W01,-13,4,434,1,10,2026-04-22,25,1.001,0.519,69.812
LOT123,W01,-12,4,435,2,20,2026-04-22,25,1.102,0.493,59.466
LOT123,W01,-11,4,436,1,10,2026-04-22,25,1.212,0.497,62.219
LOT123,W01,-10,4,437,1,10,2026-04-22,25,1.136,0.493,49.758
LOT123,W01,-9,4,438,1,10,2026-04-22,25,0.996,0.471,53.138
LOT123,W01,-8,4,439,2,20,2026-04-22,25,1.241,0.506,66.372
LOT123,W01,-7,4,440,1,10,2026-04-22,25,0.909,0.510,50.801
LOT123,W01,-6,4,441,2,20,2026-04-22,25,0.929,0.441,43.972
LOT123,W01,-5,4,442,2,20,2026-04-22,25,1.041,0.487,68.382
LOT123,W01,-4,4,443,1,10,2026-04-22,25,1.069,0.509,54.333
LOT123,W01,-3,4,444,1,10,2026-04-22,25,1.068,0.476,43.301
LOT123,W01,-2,4,445,1,10,2026-04-22,25,1.018,0.495,54.004
LOT123,W01,-1,4,446,3,40,2026-04-22,25,1.090,0.500,45.651
LOT123,W01,0,4,447,1,10,2026-04-22,25,1.057,0.445,40.010
LOT123,W01,1,4,448,1,10,2026-04-22,25,1.027,0.490,40.102
LOT123,W01,2,4,449,1,10,2026-04-22,25,1.312,0.491,73.555
LOT123,W01,3,4,450,1,10,2026-04-22,25,1.170,0.520,78.649
LOT123,W01,4,4,451,1,10,2026-04-22,25,0.959,0.448,59.240
LOT123,W01,5,4,452,1,10,2026-04-22,25,1.133,0.525,66.471
LOT123,W01,6,4,453,1,10,2026-04-22,25,1.134,0.507,72.646
LOT123,W01,7,4,454,1,10,2026-04-22,25,1.071,0.468,36.216
LOT123,W01,8,4,455,1,10,2026-04-22,25,1.187,0.501,42.949
LOT123,W01,9,4,456,1,10,2026-04-22,25,1.091,0.473,50.405
LOT123,W01,10,4,457,1,10,2026-04-22,25,1.047,0.466,75.287
LOT123,W01,11,4,458,1,10,2026-04-22,25,1.036,0.474,55.603
LOT123,W01,12,4,459,1,10,2026-04-22,25,1.053,0.477,53.403
LOT123,W01,13,4,460,3,40,2026-04-22,25,1.179,0.466,42.795
LOT123,W01,-13,5,461,1,10,2026-04-22,25,1.059,0.463,52.259
LOT123,W01,-12,5,462,1,10,2026-04-22,25,1.218,0.476,46.610
LOT123,W01,-11,5,463,1,10,2026-04-22,25,1.032,0.461,53.125
LOT123,W01,-10,5,464,1,10,2026-04-22,25,1.059,0.464,78.427
LOT123,W01,-9,5,465,1,10,2026-04-22,25,1.075,0.468,46.257
LOT123,W01,-8,5,466,1,10,2026-04-22,25,1.100,0.516,46.152
LOT123,W01,-7,5,467,1,10,2026-04-22,25,1.123,0.460,51.096
LOT123,W01,-6,5,468,1,10,2026-04-22,25,1.231,0.501,72.139
LOT123,W01,-5,5,469,1,10,2026-04-22,25,1.178,0.490,45.195
LOT123,W01,-4,5,470,1,10,2026-04-22,25,0.864,0.509,55.673
LOT123,W01,-3,5,471,1,10,2026-04-22,25,1.204,0.484,52.460
LOT123,W01,-2,5,472,1,10,2026-04-22,25,1.045,0.505,57.160
LOT123,W01,-1,5,473,1,10,2026-04-22,25,0.975,0.480,37.661
LOT123,W01,0,5,474,1,10,2026-04-22,25,1.068,0.453,70.312
LOT123,W01,1,5,475,1,10,2026-04-22,25,1.079,0.465,52.191
LOT123,W01,2,5,476,1,10,2026-04-22,25,1.060,0.467,58.356
LOT123,W01,3,5,477,1,10,2026-04-22,25,1.088,0.512,48.881
LOT123,W01,4,5,478,1,10,2026-04-22,25,1.033,0.499,41.762
LOT123,W01,5,5,479,1,10,2026-04-22,25,1.237,0.454,59.760
LOT123,W01,6,5,480,1,10,2026-04-22,25,1.198,0.505,65.068
LOT123,W01,7,5,481,1,10,2026-04-22,25,1.207,0.504,47.858
LOT123,W01,8,5,482,1,10,2026-04-22,25,1.041,0.463,53.095
LOT123,W01,9,5,483,1,10,2026-04-22,25,0.972,0.474,35.030
LOT123,W01,10,5,484,1,10,2026-04-22,25,1.113,0.475,67.627
LOT123,W01,11,5,485,2,20,2026-04-22,25,1.170,0.458,57.494
LOT123,W01,12,5,486,1,10,2026-04-22,25,1.140,0.493,47.088
LOT123,W01,13,5,487,1,10,2026-04-22,25,0.923,0.491,64.118
LOT123,W01,-13,6,488,1,10,2026-04-22,25,1.130,0.469,51.548
LOT123,W01,-12,6,489,1,10,2026-04-22,25,1.056,0.474,44.491
LOT123,W01,-11,6,490,1,10,2026-04-22,25,1.066,0.479,54.708
LOT123,W01,-10,6,491,1,10,2026-04-22,25,0.978,0.485,57.717
LOT123,W01,-9,6,492,1,10,2026-04-22,25,1.113,0.485,64.832
LOT123,W01,-8,6,493,1,10,2026-04-22,25,1.202,0.491,57.738
LOT123,W01,-7,6,494,1,10,2026-04-22,25,0.932,0.476,45.731
LOT123,W01,-6,6,495,1,10,2026-04-22,25,0.975,0.499,44.790
LOT123,W01,-5,6,496,1,10,2026-04-22,25,0.876,0.474,56.134
LOT123,W01,-4,6,497,1,10,2026-04-22,25,1.026,0.485,52.776
LOT123,W01,-3,6,498,1,10,2026-04-22,25,1.202,0.535,66.685
LOT123,W01,-2,6,499,1,10,2026-04-22,25,1.029,0.459,54.503
LOT123,W01,-1,6,500,1,10,2026-04-22,25,1.119,0.534,56.790
LOT123,W01,0,6,501,1,10,2026-04-22,25,1.074,0.470,45.959
LOT123,W01,1,6,502,2,20,2026-04-22,25,1.071,0.513,69.974
LOT123,W01,2,6,503,1,10,2026-04-22,25,0.795,0.459,75.021
LOT123,W01,3,6,504,3,40,2026-04-22,25,0.950,0.497,64.077
LOT123,W01,4,6,505,1,10,2026-04-22,25,1.017,0.494,67.822
LOT123,W01,5,6,506,1,10,2026-04-22,25,1.055,0.450,52.881
LOT123,W01,6,6,507,1,10,2026-04-22,25,1.009,0.512,56.379
LOT123,W01,7,6,508,1,10,2026-04-22,25,1.186,0.491,51.174
LOT123,W01,8,6,509,2,20,2026-04-22,25,1.104,0.532,67.856
LOT123,W01,9,6,510,1,10,2026-04-22,25,1.055,0.486,77.991
LOT123,W01,10,6,511,1,10,2026-04-22,25,1.248,0.514,74.979
LOT123,W01,11,6,512,1,10,2026-04-22,25,1.150,0.490,76.448
LOT123,W01,12,6,513,1,10,2026-04-22,25,1.129,0.443,54.793
LOT123,W01,13,6,514,2,20,2026-04-22,25,1.133,0.481,67.851
LOT123,W01,-12,7,515,1,10,2026-04-22,25,1.097,0.478,63.216
LOT123,W01,-11,7,516,1,10,2026-04-22,25,1.011,0.523,72.653
LOT123,W01,-10,7,517,1,10,2026-04-22,25,1.023,0.527,55.723
LOT123,W01,-9,7,518,1,10,2026-04-22,25,1.082,0.503,85.239
LOT123,W01,-8,7,519,4,45,2026-04-22,25,1.036,0.490,43.021
LOT123,W01,-7,7,520,1,10,2026-04-22,25,1.093,0.461,43.362
LOT123,W01,-6,7,521,1,10,2026-04-22,25,1.013,0.500,42.280
LOT123,W01,-5,7,522,1,10,2026-04-22,25,1.037,0.510,48.595
LOT123,W01,-4,7,523,2,20,2026-04-22,25,1.007,0.493,60.683
LOT123,W01,-3,7,524,1,10,2026-04-22,25,0.910,0.533,43.499
LOT123,W01,-2,7,525,1,10,2026-04-22,25,1.257,0.485,62.553
LOT123,W01,-1,7,526,1,10,2026-04-22,25,1.024,0.518,54.903
LOT123,W01,0,7,527,1,10,2026-04-22,25,0.872,0.489,59.811
LOT123,W01,1,7,528,1,10,2026-04-22,25,1.065,0.501,52.173
LOT123,W01,2,7,529,1,10,2026-04-22,25,0.954,0.511,51.092
LOT123,W01,3,7,530,1,10,2026-04-22,25,1.098,0.470,64.226
LOT123,W01,4,7,531,1,10,2026-04-22,25,1.185,0.516,71.624
LOT123,W01,5,7,532,1,10,2026-04-22,25,0.959,0.491,47.360
LOT123,W01,6,7,533,1,10,2026-04-22,25,0.961,0.522,66.394
LOT123,W01,7,7,534,1,10,2026-04-22,25,1.068,0.446,38.311
LOT123,W01,8,7,535,1,10,2026-04-22,25,1.236,0.497,56.484
LOT123,W01,9,7,536,3,40,2026-04-22,25,1.081,0.476,30.914
LOT123,W01,10,7,537,1,10,2026-04-22,25,1.106,0.463,49.113
LOT123,W01,11,7,538,1,10,2026-04-22,25,1.124,0.494,82.668
LOT123,W01,12,7,539,2,20,2026-04-22,25,1.035,0.505,67.304
LOT123,W01,-12,8,540,1,10,2026-04-22,25,0.838,0.484,60.217
LOT123,W01,-11,8,541,1,10,2026-04-22,25,0.951,0.542,50.012
LOT123,W01,-10,8,542,1,10,2026-04-22,25,0.987,0.448,59.782
LOT123,W01,-9,8,543,1,10,2026-04-22,25,1.194,0.500,47.442
LOT123,W01,-8,8,544,1,10,2026-04-22,25,0.990,0.479,64.390
LOT123,W01,-7,8,545,1,10,2026-04-22,25,1.109,0.509,69.339
LOT123,W01,-6,8,546,1,10,2026-04-22,25,1.099,0.461,66.051
LOT123,W01,-5,8,547,1,10,2026-04-22,25,0.811,0.484,79.032
LOT123,W01,-4,8,548,1,10,2026-04-22,25,1.032,0.497,61.444
LOT123,W01,-3,8,549,1,10,2026-04-22,25,0.997,0.492,79.421
LOT123,W01,-2,8,550,1,10,2026-04-22,25,0.879,0.496,34.812
LOT123,W01,-1,8,551,3,40,2026-04-22,25,1.224,0.484,72.037
LOT123,W01,0,8,552,1,10,2026-04-22,25,1.134,0.495,31.068
LOT123,W01,1,8,553,1,10,2026-04-22,25,1.067,0.506,51.168
LOT123,W01,2,8,554,1,10,2026-04-22,25,1.103,0.490,62.335
LOT123,W01,3,8,555,3,40,2026-04-22,25,1.106,0.523,42.955
LOT123,W01,4,8,556,1,10,2026-04-22,25,0.983,0.502,72.828
LOT123,W01,5,8,557,1,10,2026-04-22,25,1.155,0.438,74.174
LOT123,W01,6,8,558,1,10,2026-04-22,25,0.839,0.488,51.424
LOT123,W01,7,8,559,1,10,2026-04-22,25,1.151,0.496,61.294
LOT123,W01,8,8,560,1,10,2026-04-22,25,0.955,0.476,44.457
LOT123,W01,9,8,561,1,10,2026-04-22,25,1.047,0.481,42.069
LOT123,W01,10,8,562,1,10,2026-04-22,25,1.052,0.466,44.610
LOT123,W01,11,8,563,1,10,2026-04-22,25,1.200,0.462,55.375
LOT123,W01,12,8,564,1,10,2026-04-22,25,1.153,0.534,75.959
LOT123,W01,-11,9,565,1,10,2026-04-22,25,1.041,0.503,60.697
LOT123,W01,-10,9,566,1,10,2026-04-22,25,1.038,0.485,48.103
LOT123,W01,-9,9,567,1,10,2026-04-22,25,1.001,0.522,53.890
LOT123,W01,-8,9,568,1,10,2026-04-22,25,0.854,0.495,78.884
LOT123,W01,-7,9,569,1,10,2026-04-22,25,1.191,0.507,49.148
LOT123,W01,-6,9,570,1,10,2026-04-22,25,1.025,0.477,46.724
LOT123,W01,-5,9,571,1,10,2026-04-22,25,1.037,0.471,35.325
LOT123,W01,-4,9,572,1,10,2026-04-22,25,0.937,0.487,63.740
LOT123,W01,-3,9,573,1,10,2026-04-22,25,1.008,0.452,59.116
LOT123,W01,-2,9,574,1,10,2026-04-22,25,1.059,0.456,59.930
LOT123,W01,-1,9,575,1,10,2026-04-22,25,1.063,0.478,58.205
LOT123,W01,0,9,576,3,40,2026-04-22,25,1.014,0.474,53.392
LOT123,W01,1,9,577,1,10,2026-04-22,25,1.135,0.490,55.142
LOT123,W01,2,9,578,1,10,2026-04-22,25,1.108,0.477,65.236
LOT123,W01,3,9,579,1,10,2026-04-22,25,1.075,0.489,53.068
LOT123,W01,4,9,580,1,10,2026-04-22,25,1.104,0.507,55.013
LOT123,W01,5,9,581,1,10,2026-04-22,25,0.888,0.442,52.924
LOT123,W01,6,9,582,1,10,2026-04-22,25,1.155,0.486,65.556
LOT123,W01,7,9,583,1,10,2026-04-22,25,0.969,0.492,60.011
LOT123,W01,8,9,584,1,10,2026-04-22,25,0.979,0.493,66.202
LOT123,W01,9,9,585,1,10,2026-04-22,25,1.233,0.503,51.737
LOT123,W01,10,9,586,1,10,2026-04-22,25,1.164,0.504,52.032
LOT123,W01,11,9,587,1,10,2026-04-22,25,0.976,0.492,46.107
LOT123,W01,-10,10,588,1,10,2026-04-22,25,0.968,0.520,49.225
LOT123,W01,-9,10,589,1,10,2026-04-22,25,0.915,0.511,50.471
LOT123,W01,-8,10,590,1,10,2026-04-22,25,1.027,0.480,72.901
LOT123,W01,-7,10,591,1,10,2026-04-22,25,1.038,0.454,71.069
LOT123,W01,-6,10,592,1,10,2026-04-22,25,1.008,0.478,65.314
LOT123,W01,-5,10,593,1,10,2026-04-22,25,0.900,0.518,54.059
LOT123,W01,-4,10,594,1,10,2026-04-22,25,1.300,0.531,68.482
LOT123,W01,-3,10,595,1,10,2026-04-22,25,1.110,0.476,54.494
LOT123,W01,-2,10,596,1,10,2026-04-22,25,1.242,0.451,51.894
LOT123,W01,-1,10,597,1,10,2026-04-22,25,1.125,0.513,46.501
LOT123,W01,0,10,598,1,10,2026-04-22,25,0.957,0.526,41.187
LOT123,W01,1,10,599,1,10,2026-04-22,25,1.052,0.522,75.898
LOT123,W01,2,10,600,3,40,2026-04-22,25,1.017,0.478,57.851
LOT123,W01,3,10,601,1,10,2026-04-22,25,0.949,0.481,56.910
LOT123,W01,4,10,602,1,10,2026-04-22,25,1.052,0.473,31.336
LOT123,W01,5,10,603,1,10,2026-04-22,25,1.130,0.473,37.599
LOT123,W01,6,10,604,1,10,2026-04-22,25,1.208,0.458,30.814
LOT123,W01,7,10,605,4,45,2026-04-22,25,1.011,0.483,26.150
LOT123,W01,8,10,606,1,10,2026-04-22,25,1.106,0.510,65.576
LOT123,W01,9,10,607,1,10,2026-04-22,25,0.969,0.499,60.453
LOT123,W01,10,10,608,2,20,2026-04-22,25,1.194,0.487,50.262
LOT123,W01,-9,11,609,2,20,2026-04-22,25,1.165,0.460,51.160
LOT123,W01,-8,11,610,2,20,2026-04-22,25,1.196,0.518,56.011
LOT123,W01,-7,11,611,1,10,2026-04-22,25,1.150,0.478,51.028
LOT123,W01,-6,11,612,1,10,2026-04-22,25,1.153,0.527,66.283
LOT123,W01,-5,11,613,3,40,2026-04-22,25,0.976,0.453,47.528
LOT123,W01,-4,11,614,1,10,2026-04-22,25,1.219,0.498,56.690
LOT123,W01,-3,11,615,2,20,2026-04-22,25,1.111,0.478,47.769
LOT123,W01,-2,11,616,1,10,2026-04-22,25,1.000,0.494,57.626
LOT123,W01,-1,11,617,1,10,2026-04-22,25,1.014,0.497,45.288
LOT123,W01,0,11,618,2,20,2026-04-22,25,1.005,0.437,50.222
LOT123,W01,1,11,619,1,10,2026-04-22,25,1.088,0.470,72.710
LOT123,W01,2,11,620,1,10,2026-04-22,25,0.877,0.485,54.388
LOT123,W01,3,11,621,1,10,2026-04-22,25,1.048,0.474,59.762
LOT123,W01,4,11,622,2,20,2026-04-22,25,1.114,0.483,72.408
LOT123,W01,5,11,623,1,10,2026-04-22,25,0.874,0.502,34.083
LOT123,W01,6,11,624,1,10,2026-04-22,25,1.095,0.458,57.914
LOT123,W01,7,11,625,1,10,2026-04-22,25,1.018,0.464,61.959
LOT123,W01,8,11,626,1,10,2026-04-22,25,1.151,0.540,71.308
LOT123,W01,9,11,627,3,40,2026-04-22,25,0.994,0.469,42.560
LOT123,W01,-8,12,628,2,20,2026-04-22,25,1.106,0.460,62.165
LOT123,W01,-7,12,629,4,45,2026-04-22,25,0.968,0.511,56.524
LOT123,W01,-6,12,630,1,10,2026-04-22,25,1.070,0.503,43.918
LOT123,W01,-5,12,631,1,10,2026-04-22,25,1.141,0.503,64.838
LOT123,W01,-4,12,632,1,10,2026-04-22,25,1.035,0.457,50.087
LOT123,W01,-3,12,633,1,10,2026-04-22,25,1.175,0.510,43.321
LOT123,W01,-2,12,634,1,10,2026-04-22,25,0.891,0.510,89.110
LOT123,W01,-1,12,635,1,10,2026-04-22,25,1.077,0.479,64.036
LOT123,W01,0,12,636,1,10,2026-04-22,25,1.037,0.502,42.236
LOT123,W01,1,12,637,1,10,2026-04-22,25,0.984,0.502,54.559
LOT123,W01,2,12,638,1,10,2026-04-22,25,1.325,0.463,32.741
LOT123,W01,3,12,639,1,10,2026-04-22,25,1.106,0.500,45.759
LOT123,W01,4,12,640,1,10,2026-04-22,25,1.005,0.482,59.884
LOT123,W01,5,12,641,3,40,2026-04-22,25,1.036,0.474,67.710
LOT123,W01,6,12,642,1,10,2026-04-22,25,1.057,0.460,57.553
LOT123,W01,7,12,643,1,10,2026-04-22,25,1.188,0.455,49.471
LOT123,W01,8,12,644,4,45,2026-04-22,25,1.033,0.482,68.970
LOT123,W01,-6,13,645,2,20,2026-04-22,25,1.014,0.467,34.648
LOT123,W01,-5,13,646,1,10,2026-04-22,25,0.856,0.504,52.164
LOT123,W01,-4,13,647,1,10,2026-04-22,25,1.012,0.483,48.266
LOT123,W01,-3,13,648,1,10,2026-04-22,25,1.108,0.475,26.892
LOT123,W01,-2,13,649,1,10,2026-04-22,25,1.010,0.503,62.670
LOT123,W01,-1,13,650,1,10,2026-04-22,25,0.936,0.477,31.461
LOT123,W01,0,13,651,1,10,2026-04-22,25,1.002,0.504,75.445
LOT123,W01,1,13,652,1,10,2026-04-22,25,0.898,0.540,63.595
LOT123,W01,2,13,653,1,10,2026-04-22,25,1.139,0.480,75.132
LOT123,W01,3,13,654,1,10,2026-04-22,25,1.097,0.491,50.304
LOT123,W01,4,13,655,1,10,2026-04-22,25,0.939,0.465,56.826
LOT123,W01,5,13,656,1,10,2026-04-22,25,0.986,0.508,45.183
LOT123,W01,6,13,657,2,20,2026-04-22,25,1.086,0.450,61.338
LOT123,W01,-3,14,658,1,10,2026-04-22,25,1.215,0.483,70.921
LOT123,W01,-2,14,659,1,10,2026-04-22,25,1.180,0.472,57.244
LOT123,W01,-1,14,660,1,10,2026-04-22,25,0.785,0.511,44.331
LOT123,W01,0,14,661,2,20,2026-04-22,25,0.929,0.496,24.401
LOT123,W01,1,14,662,1,10,2026-04-22,25,1.080,0.477,68.848
LOT123,W01,2,14,663,1,10,2026-04-22,25,0.880,0.446,48.575
LOT123,W01,3,14,664,1,10,2026-04-22,25,1.099,0.505,72.405
LOT123,W02,-3,-14,0,1,10,2026-04-22,25,1.012,0.519,58.104
LOT123,W02,-2,-14,1,1,10,2026-04-22,25,0.980,0.526,53.649
LOT123,W02,-1,-14,2,2,20,2026-04-22,25,1.112,0.479,39.870
LOT123,W02,0,-14,3,1,10,2026-04-22,25,1.206,0.486,83.654
LOT123,W02,1,-14,4,1,10,2026-04-22,25,1.128,0.491,48.642
LOT123,W02,2,-14,5,1,10,2026-04-22,25,1.146,0.498,62.767
LOT123,W02,3,-14,6,1,10,2026-04-22,25,1.157,0.516,57.426
LOT123,W02,-6,-13,7,1,10,2026-04-22,25,1.015,0.514,71.901
LOT123,W02,-5,-13,8,1,10,2026-04-22,25,1.073,0.457,29.719
LOT123,W02,-4,-13,9,2,20,2026-04-22,25,1.078,0.462,62.610
LOT123,W02,-3,-13,10,1,10,2026-04-22,25,1.015,0.513,50.023
LOT123,W02,-2,-13,11,1,10,2026-04-22,25,0.958,0.460,46.419
LOT123,W02,-1,-13,12,3,40,2026-04-22,25,1.081,0.494,52.900
LOT123,W02,0,-13,13,2,20,2026-04-22,25,1.216,0.507,83.465
LOT123,W02,1,-13,14,1,10,2026-04-22,25,1.038,0.478,49.887
LOT123,W02,2,-13,15,1,10,2026-04-22,25,1.092,0.509,51.240
LOT123,W02,3,-13,16,1,10,2026-04-22,25,1.153,0.480,76.463
LOT123,W02,4,-13,17,3,40,2026-04-22,25,1.044,0.477,38.044
LOT123,W02,5,-13,18,2,20,2026-04-22,25,0.909,0.500,65.929
LOT123,W02,6,-13,19,1,10,2026-04-22,25,1.022,0.474,67.847
LOT123,W02,-8,-12,20,1,10,2026-04-22,25,0.892,0.493,43.815
LOT123,W02,-7,-12,21,1,10,2026-04-22,25,0.970,0.522,80.086
LOT123,W02,-6,-12,22,1,10,2026-04-22,25,1.118,0.478,47.222
LOT123,W02,-5,-12,23,1,10,2026-04-22,25,1.040,0.483,75.350
LOT123,W02,-4,-12,24,1,10,2026-04-22,25,1.260,0.508,41.399
LOT123,W02,-3,-12,25,1,10,2026-04-22,25,1.130,0.485,59.309
LOT123,W02,-2,-12,26,1,10,2026-04-22,25,1.030,0.459,44.796
LOT123,W02,-1,-12,27,1,10,2026-04-22,25,1.150,0.454,56.127
LOT123,W02,0,-12,28,2,20,2026-04-22,25,1.074,0.491,46.780
LOT123,W02,1,-12,29,1,10,2026-04-22,25,1.050,0.470,57.656
LOT123,W02,2,-12,30,1,10,2026-04-22,25,1.156,0.492,53.964
