LOT_ID,WAFER_ID,X_LOC,Y_LOC,SBIN,GAIN_DB,NF_DB,IP3_DBM,IDQ_MA,TEMP,TESTDATE
RF-PROD-2025-09,A1,2,-41,1,21.56,2.685,18.10,41.40,125,2025-09-12
RF-PROD-2025-09,A1,3,-41,1,20.77,3.018,18.62,40.53,125,2025-09-12
RF-PROD-2025-09,A1,4,-41,1,22.03,2.322,17.85,42.53,125,2025-09-12
RF-PROD-2025-09,A1,5,-41,1,21.81,3.095,18.39,41.27,125,2025-09-12
RF-PROD-2025-09,A1,6,-41,1,21.54,2.420,18.32,43.73,125,2025-09-12
RF-PROD-2025-09,A1,7,-41,1,21.35,2.875,18.03,42.31,125,2025-09-12
RF-PROD-2025-09,A1,8,-41,1,20.69,2.650,19.41,40.99,125,2025-09-12
RF-PROD-2025-09,A1,9,-41,1,22.30,2.561,18.34,42.22,125,2025-09-12
RF-PROD-2025-09,A1,10,-41,1,22.08,2.955,18.44,43.10,125,2025-09-12
RF-PROD-2025-09,A1,11,-41,1,21.92,3.220,18.26,45.54,125,2025-09-12
RF-PROD-2025-09,A1,12,-41,1,21.43,2.582,18.39,40.87,125,2025-09-12
RF-PROD-2025-09,A1,13,-41,1,22.03,2.714,18.33,41.44,125,2025-09-12
RF-PROD-2025-09,A1,14,-41,1,22.45,2.545,18.46,41.02,125,2025-09-12
RF-PROD-2025-09,A1,15,-41,1,22.10,2.758,18.24,44.71,125,2025-09-12
RF-PROD-2025-09,A1,16,-41,1,20.94,3.419,18.54,41.30,125,2025-09-12
RF-PROD-2025-09,A1,17,-41,1,22.49,2.563,18.71,43.03,125,2025-09-12
RF-PROD-2025-09,A1,18,-41,1,22.21,3.197,18.12,43.60,125,2025-09-12
RF-PROD-2025-09,A1,19,-41,1,21.28,2.965,18.64,42.42,125,2025-09-12
RF-PROD-2025-09,A1,20,-41,1,22.54,2.724,18.76,42.40,125,2025-09-12
RF-PROD-2025-09,A1,21,-41,1,20.92,2.941,18.21,43.50,125,2025-09-12
RF-PROD-2025-09,A1,22,-41,1,21.39,2.991,19.07,42.51,125,2025-09-12
RF-PROD-2025-09,A1,23,-41,1,21.87,3.221,19.12,44.84,125,2025-09-12
RF-PROD-2025-09,A1,24,-41,1,21.54,2.535,18.86,41.96,125,2025-09-12
RF-PROD-2025-09,A1,25,-41,1,21.93,2.605,18.29,41.67,125,2025-09-12
RF-PROD-2025-09,A1,26,-41,20,11.59,5.815,10.41,38.19,125,2025-09-12
RF-PROD-2025-09,A1,27,-41,20,14.30,5.074,10.40,36.07,125,2025-09-12
RF-PROD-2025-09,A1,28,-41,1,21.77,2.839,18.00,44.94,125,2025-09-12
RF-PROD-2025-09,A1,-29,-40,12,17.00,5.285,9.13,38.85,125,2025-09-12
RF-PROD-2025-09,A1,-28,-40,20,11.32,4.834,9.51,37.10,125,2025-09-12
RF-PROD-2025-09,A1,-27,-40,1,21.07,3.321,18.75,41.68,125,2025-09-12
RF-PROD-2025-09,A1,-26,-40,1,22.22,3.127,17.17,41.17,125,2025-09-12
RF-PROD-2025-09,A1,-25,-40,1,21.40,2.283,18.28,41.00,125,2025-09-12
RF-PROD-2025-09,A1,-24,-40,1,22.75,2.950,17.78,41.16,125,2025-09-12
RF-PROD-2025-09,A1,-23,-40,1,21.95,3.135,18.59,41.96,125,2025-09-12
RF-PROD-2025-09,A1,-22,-40,1,21.72,3.269,18.43,42.35,125,2025-09-12
RF-PROD-2025-09,A1,-21,-40,1,21.80,2.742,17.93,41.14,125,2025-09-12
RF-PROD-2025-09,A1,-20,-40,1,22.17,2.936,18.09,38.97,125,2025-09-12
RF-PROD-2025-09,A1,-19,-40,1,20.40,2.672,18.21,42.99,125,2025-09-12
RF-PROD-2025-09,A1,-18,-40,1,21.90,2.623,17.89,40.30,125,2025-09-12
RF-PROD-2025-09,A1,-17,-40,1,21.47,3.112,17.22,39.94,125,2025-09-12
RF-PROD-2025-09,A1,-16,-40,1,21.99,2.787,17.66,40.27,125,2025-09-12
RF-PROD-2025-09,A1,-15,-40,1,21.89,2.774,17.60,42.26,125,2025-09-12
RF-PROD-2025-09,A1,-14,-40,1,21.87,3.156,17.83,41.12,125,2025-09-12
RF-PROD-2025-09,A1,-13,-40,1,22.05,2.968,18.60,39.56,125,2025-09-12
RF-PROD-2025-09,A1,-12,-40,12,7.25,6.848,9.34,39.52,125,2025-09-12
RF-PROD-2025-09,A1,-11,-40,1,21.97,2.487,17.77,41.10,125,2025-09-12
RF-PROD-2025-09,A1,-10,-40,1,21.69,2.905,17.22,40.36,125,2025-09-12
RF-PROD-2025-09,A1,-9,-40,1,21.54,3.174,18.17,44.22,125,2025-09-12
RF-PROD-2025-09,A1,-8,-40,10,18.87,4.310,10.32,38.69,125,2025-09-12
RF-PROD-2025-09,A1,-7,-40,1,21.67,2.957,18.75,41.41,125,2025-09-12
RF-PROD-2025-09,A1,-6,-40,1,21.69,2.598,18.24,44.30,125,2025-09-12
RF-PROD-2025-09,A1,-5,-40,1,21.00,2.465,18.74,43.16,125,2025-09-12
RF-PROD-2025-09,A1,-4,-40,1,21.44,2.817,18.68,41.52,125,2025-09-12
RF-PROD-2025-09,A1,-3,-40,1,21.75,2.886,17.67,41.70,125,2025-09-12
RF-PROD-2025-09,A1,-2,-40,1,21.88,2.262,18.31,42.73,125,2025-09-12
RF-PROD-2025-09,A1,-1,-40,1,21.32,3.406,18.42,42.66,125,2025-09-12
RF-PROD-2025-09,A1,0,-40,1,21.08,2.863,18.32,41.08,125,2025-09-12
RF-PROD-2025-09,A1,1,-40,1,21.10,2.897,18.19,42.05,125,2025-09-12
RF-PROD-2025-09,A1,2,-40,1,22.09,2.749,18.02,42.17,125,2025-09-12
RF-PROD-2025-09,A1,3,-40,1,21.55,2.714,18.25,43.18,125,2025-09-12
RF-PROD-2025-09,A1,4,-40,1,21.59,2.578,18.26,43.14,125,2025-09-12
RF-PROD-2025-09,A1,5,-40,1,21.38,2.440,18.47,42.84,125,2025-09-12
RF-PROD-2025-09,A1,6,-40,1,22.34,2.799,18.27,43.16,125,2025-09-12
RF-PROD-2025-09,A1,7,-40,1,20.82,2.918,17.99,40.75,125,2025-09-12
RF-PROD-2025-09,A1,8,-40,1,21.23,2.586,17.43,42.16,125,2025-09-12
RF-PROD-2025-09,A1,9,-40,1,21.11,2.810,19.00,39.33,125,2025-09-12
RF-PROD-2025-09,A1,10,-40,1,21.92,2.297,18.30,42.85,125,2025-09-12
RF-PROD-2025-09,A1,11,-40,1,21.73,2.954,18.81,40.79,125,2025-09-12
RF-PROD-2025-09,A1,12,-40,1,21.47,2.494,18.39,41.70,125,2025-09-12
RF-PROD-2025-09,A1,13,-40,1,21.94,2.597,18.58,41.72,125,2025-09-12
RF-PROD-2025-09,A1,14,-40,1,21.02,2.805,18.54,41.96,125,2025-09-12
RF-PROD-2025-09,A1,15,-40,1,21.38,2.650,17.92,43.39,125,2025-09-12
RF-PROD-2025-09,A1,16,-40,11,14.51,6.437,9.81,36.61,125,2025-09-12
RF-PROD-2025-09,A1,17,-40,1,20.95,2.899,17.90,44.33,125,2025-09-12
RF-PROD-2025-09,A1,18,-40,1,22.11,3.095,18.46,42.27,125,2025-09-12
RF-PROD-2025-09,A1,19,-40,1,21.09,2.614,19.23,43.89,125,2025-09-12
RF-PROD-2025-09,A1,20,-40,1,22.23,2.507,18.80,40.63,125,2025-09-12
RF-PROD-2025-09,A1,21,-40,1,22.19,2.404,18.66,41.77,125,2025-09-12
RF-PROD-2025-09,A1,22,-40,1,22.57,2.441,18.79,46.13,125,2025-09-12
RF-PROD-2025-09,A1,23,-40,1,21.51,3.272,18.88,43.27,125,2025-09-12
RF-PROD-2025-09,A1,24,-40,1,21.08,2.834,18.81,41.13,125,2025-09-12
RF-PROD-2025-09,A1,25,-40,1,22.59,2.453,18.48,42.37,125,2025-09-12
RF-PROD-2025-09,A1,26,-40,1,21.07,3.276,19.51,39.25,125,2025-09-12
RF-PROD-2025-09,A1,27,-40,10,17.69,7.030,9.61,38.22,125,2025-09-12
RF-PROD-2025-09,A1,28,-40,11,14.71,6.048,9.82,40.86,125,2025-09-12
RF-PROD-2025-09,A1,29,-40,1,22.92,2.743,18.55,44.02,125,2025-09-12
RF-PROD-2025-09,A1,-30,-39,1,22.03,3.357,17.76,40.78,125,2025-09-12
RF-PROD-2025-09,A1,-29,-39,1,21.81,3.188,17.58,44.26,125,2025-09-12
RF-PROD-2025-09,A1,-28,-39,12,13.26,5.004,9.48,39.72,125,2025-09-12
RF-PROD-2025-09,A1,-27,-39,1,21.05,2.909,18.87,40.19,125,2025-09-12
RF-PROD-2025-09,A1,-26,-39,1,21.44,2.499,18.39,40.43,125,2025-09-12
RF-PROD-2025-09,A1,-25,-39,1,21.43,2.994,17.89,41.66,125,2025-09-12
RF-PROD-2025-09,A1,-24,-39,1,21.46,2.771,17.42,42.25,125,2025-09-12
RF-PROD-2025-09,A1,-23,-39,1,21.57,2.496,18.19,40.31,125,2025-09-12
RF-PROD-2025-09,A1,-22,-39,1,21.82,2.857,17.89,40.54,125,2025-09-12
RF-PROD-2025-09,A1,-21,-39,1,21.26,2.829,17.94,44.36,125,2025-09-12
RF-PROD-2025-09,A1,-20,-39,1,22.02,2.948,17.71,44.84,125,2025-09-12
RF-PROD-2025-09,A1,-19,-39,1,21.04,3.190,18.42,44.76,125,2025-09-12
RF-PROD-2025-09,A1,-18,-39,1,22.18,3.067,18.93,41.21,125,2025-09-12
RF-PROD-2025-09,A1,-17,-39,1,21.84,2.885,17.96,42.05,125,2025-09-12
RF-PROD-2025-09,A1,-16,-39,1,21.17,2.330,18.13,40.91,125,2025-09-12
RF-PROD-2025-09,A1,-15,-39,1,21.22,2.173,17.86,42.33,125,2025-09-12
RF-PROD-2025-09,A1,-14,-39,12,12.27,5.724,9.99,37.50,125,2025-09-12
RF-PROD-2025-09,A1,-13,-39,1,21.78,2.927,17.62,44.07,125,2025-09-12
RF-PROD-2025-09,A1,-12,-39,1,22.24,2.758,18.12,39.86,125,2025-09-12
RF-PROD-2025-09,A1,-11,-39,1,20.66,2.751,18.06,41.20,125,2025-09-12
RF-PROD-2025-09,A1,-10,-39,1,21.98,2.718,18.17,42.15,125,2025-09-12
RF-PROD-2025-09,A1,-9,-39,1,22.44,3.105,18.34,41.99,125,2025-09-12
RF-PROD-2025-09,A1,-8,-39,1,21.49,2.803,17.90,44.39,125,2025-09-12
RF-PROD-2025-09,A1,-7,-39,1,21.86,2.774,17.87,42.75,125,2025-09-12
RF-PROD-2025-09,A1,-6,-39,1,21.50,2.477,18.33,43.70,125,2025-09-12
RF-PROD-2025-09,A1,-5,-39,1,21.93,2.804,18.48,44.35,125,2025-09-12
RF-PROD-2025-09,A1,-4,-39,1,21.43,3.000,17.93,43.82,125,2025-09-12
RF-PROD-2025-09,A1,-3,-39,1,22.17,2.521,18.20,45.41,125,2025-09-12
RF-PROD-2025-09,A1,-2,-39,1,21.32,2.599,18.39,42.86,125,2025-09-12
RF-PROD-2025-09,A1,-1,-39,20,16.56,5.826,9.61,34.69,125,2025-09-12
RF-PROD-2025-09,A1,0,-39,1,21.68,2.366,18.90,45.15,125,2025-09-12
RF-PROD-2025-09,A1,1,-39,1,21.32,2.793,18.46,41.55,125,2025-09-12
RF-PROD-2025-09,A1,2,-39,1,22.09,2.512,18.05,40.57,125,2025-09-12
RF-PROD-2025-09,A1,3,-39,1,21.70,3.083,18.76,42.51,125,2025-09-12
RF-PROD-2025-09,A1,4,-39,1,21.66,2.682,17.92,39.97,125,2025-09-12
RF-PROD-2025-09,A1,5,-39,1,22.11,2.863,18.03,39.30,125,2025-09-12
RF-PROD-2025-09,A1,6,-39,1,21.74,2.988,18.95,43.39,125,2025-09-12
RF-PROD-2025-09,A1,7,-39,1,21.52,2.444,18.29,43.60,125,2025-09-12
RF-PROD-2025-09,A1,8,-39,1,22.01,2.590,18.16,40.31,125,2025-09-12
RF-PROD-2025-09,A1,9,-39,1,21.48,2.931,18.27,39.04,125,2025-09-12
RF-PROD-2025-09,A1,10,-39,1,21.57,2.778,18.35,42.80,125,2025-09-12
RF-PROD-2025-09,A1,11,-39,1,22.62,2.861,18.05,42.56,125,2025-09-12
RF-PROD-2025-09,A1,12,-39,1,22.80,2.520,18.52,41.80,125,2025-09-12
RF-PROD-2025-09,A1,13,-39,1,21.87,2.455,19.03,43.14,125,2025-09-12
RF-PROD-2025-09,A1,14,-39,12,12.31,3.845,10.38,36.09,125,2025-09-12
RF-PROD-2025-09,A1,15,-39,1,21.28,3.256,18.33,40.04,125,2025-09-12
RF-PROD-2025-09,A1,16,-39,1,20.18,2.434,18.75,41.19,125,2025-09-12
RF-PROD-2025-09,A1,17,-39,1,22.43,2.836,18.33,38.98,125,2025-09-12
RF-PROD-2025-09,A1,18,-39,1,21.64,2.740,18.82,44.51,125,2025-09-12
RF-PROD-2025-09,A1,19,-39,1,20.99,2.786,18.68,39.84,125,2025-09-12
RF-PROD-2025-09,A1,20,-39,1,21.46,3.059,18.01,44.10,125,2025-09-12
RF-PROD-2025-09,A1,21,-39,1,21.50,2.814,18.57,42.81,125,2025-09-12
RF-PROD-2025-09,A1,22,-39,1,21.90,2.804,18.48,42.44,125,2025-09-12
RF-PROD-2025-09,A1,23,-39,1,21.32,3.416,18.18,42.72,125,2025-09-12
RF-PROD-2025-09,A1,24,-39,1,21.64,2.838,18.83,42.96,125,2025-09-12
RF-PROD-2025-09,A1,25,-39,11,14.14,7.389,10.32,38.39,125,2025-09-12
RF-PROD-2025-09,A1,26,-39,1,22.48,2.767,18.43,42.52,125,2025-09-12
RF-PROD-2025-09,A1,27,-39,1,20.23,2.919,18.29,43.22,125,2025-09-12
RF-PROD-2025-09,A1,28,-39,1,20.62,2.812,18.06,40.05,125,2025-09-12
RF-PROD-2025-09,A1,29,-39,1,22.81,3.075,18.65,38.82,125,2025-09-12
RF-PROD-2025-09,A1,30,-39,1,21.72,2.751,18.11,42.84,125,2025-09-12
RF-PROD-2025-09,A1,-31,-38,11,8.83,4.422,9.56,37.67,125,2025-09-12
RF-PROD-2025-09,A1,-30,-38,10,12.36,3.798,9.78,38.11,125,2025-09-12
RF-PROD-2025-09,A1,-29,-38,1,21.34,2.137,17.58,40.36,125,2025-09-12
RF-PROD-2025-09,A1,-28,-38,10,14.59,5.454,10.14,37.89,125,2025-09-12
RF-PROD-2025-09,A1,-27,-38,1,21.05,3.072,17.34,40.22,125,2025-09-12
RF-PROD-2025-09,A1,-26,-38,1,20.98,2.759,17.58,41.85,125,2025-09-12
RF-PROD-2025-09,A1,-25,-38,1,21.75,3.314,18.45,42.80,125,2025-09-12
RF-PROD-2025-09,A1,-24,-38,1,22.36,3.389,17.87,41.00,125,2025-09-12
RF-PROD-2025-09,A1,-23,-38,1,22.81,2.301,18.65,42.31,125,2025-09-12
RF-PROD-2025-09,A1,-22,-38,1,22.01,2.566,18.41,39.87,125,2025-09-12
RF-PROD-2025-09,A1,-21,-38,1,21.82,2.751,18.24,41.78,125,2025-09-12
RF-PROD-2025-09,A1,-20,-38,1,22.20,2.713,18.38,42.44,125,2025-09-12
RF-PROD-2025-09,A1,-19,-38,1,21.94,2.896,18.55,42.06,125,2025-09-12
RF-PROD-2025-09,A1,-18,-38,1,21.59,2.284,18.49,41.75,125,2025-09-12
RF-PROD-2025-09,A1,-17,-38,1,21.42,2.827,18.60,44.53,125,2025-09-12
RF-PROD-2025-09,A1,-16,-38,1,21.92,2.449,17.82,43.22,125,2025-09-12
RF-PROD-2025-09,A1,-15,-38,1,20.91,2.987,18.18,41.05,125,2025-09-12
RF-PROD-2025-09,A1,-14,-38,1,22.85,2.968,17.70,41.82,125,2025-09-12
RF-PROD-2025-09,A1,-13,-38,1,22.24,2.556,17.94,41.71,125,2025-09-12
RF-PROD-2025-09,A1,-12,-38,1,22.12,2.465,18.34,44.91,125,2025-09-12
RF-PROD-2025-09,A1,-11,-38,1,21.12,2.985,18.52,43.18,125,2025-09-12
RF-PROD-2025-09,A1,-10,-38,1,21.74,2.596,18.98,41.17,125,2025-09-12
RF-PROD-2025-09,A1,-9,-38,1,22.09,2.516,18.08,39.99,125,2025-09-12
RF-PROD-2025-09,A1,-8,-38,1,22.23,3.178,17.79,41.36,125,2025-09-12
RF-PROD-2025-09,A1,-7,-38,12,12.58,5.899,10.02,39.04,125,2025-09-12
RF-PROD-2025-09,A1,-6,-38,1,21.69,2.785,18.37,44.16,125,2025-09-12
RF-PROD-2025-09,A1,-5,-38,1,21.47,2.867,18.08,42.90,125,2025-09-12
RF-PROD-2025-09,A1,-4,-38,1,22.52,2.350,18.23,41.94,125,2025-09-12
RF-PROD-2025-09,A1,-3,-38,1,20.84,2.532,18.16,41.12,125,2025-09-12
RF-PROD-2025-09,A1,-2,-38,1,21.53,3.158,18.76,42.89,125,2025-09-12
RF-PROD-2025-09,A1,-1,-38,1,21.82,2.974,17.97,39.23,125,2025-09-12
RF-PROD-2025-09,A1,0,-38,1,20.83,2.807,17.96,40.37,125,2025-09-12
RF-PROD-2025-09,A1,1,-38,1,21.91,3.428,18.63,42.26,125,2025-09-12
RF-PROD-2025-09,A1,2,-38,1,21.07,2.878,18.62,42.83,125,2025-09-12
RF-PROD-2025-09,A1,3,-38,1,21.55,2.830,18.84,43.98,125,2025-09-12
RF-PROD-2025-09,A1,4,-38,1,21.07,2.605,19.39,42.68,125,2025-09-12
RF-PROD-2025-09,A1,5,-38,1,22.40,2.338,18.57,42.38,125,2025-09-12
RF-PROD-2025-09,A1,6,-38,1,20.78,2.901,18.58,42.40,125,2025-09-12
RF-PROD-2025-09,A1,7,-38,20,15.91,5.810,9.88,39.88,125,2025-09-12
RF-PROD-2025-09,A1,8,-38,1,22.97,2.818,18.29,41.53,125,2025-09-12
RF-PROD-2025-09,A1,9,-38,1,22.42,2.754,18.25,40.05,125,2025-09-12
RF-PROD-2025-09,A1,10,-38,1,22.47,2.823,18.71,42.37,125,2025-09-12
RF-PROD-2025-09,A1,11,-38,1,21.45,2.930,18.20,42.16,125,2025-09-12
RF-PROD-2025-09,A1,12,-38,1,22.21,2.784,19.06,40.74,125,2025-09-12
RF-PROD-2025-09,A1,13,-38,1,21.37,2.848,18.65,39.40,125,2025-09-12
RF-PROD-2025-09,A1,14,-38,1,21.87,2.748,18.31,43.33,125,2025-09-12
RF-PROD-2025-09,A1,15,-38,1,20.86,3.439,17.97,42.30,125,2025-09-12
RF-PROD-2025-09,A1,16,-38,1,21.40,2.469,18.23,43.26,125,2025-09-12
RF-PROD-2025-09,A1,17,-38,1,21.84,2.311,17.84,42.28,125,2025-09-12
RF-PROD-2025-09,A1,18,-38,1,21.25,2.381,18.18,40.03,125,2025-09-12
RF-PROD-2025-09,A1,19,-38,1,21.79,2.909,19.31,41.18,125,2025-09-12
RF-PROD-2025-09,A1,20,-38,1,21.53,2.675,18.33,41.24,125,2025-09-12
RF-PROD-2025-09,A1,21,-38,1,21.23,3.202,18.56,41.93,125,2025-09-12
RF-PROD-2025-09,A1,22,-38,1,21.05,2.603,19.13,42.66,125,2025-09-12
RF-PROD-2025-09,A1,23,-38,1,20.82,2.762,18.15,39.85,125,2025-09-12
RF-PROD-2025-09,A1,24,-38,1,21.68,2.824,18.08,42.12,125,2025-09-12
RF-PROD-2025-09,A1,25,-38,1,20.64,2.873,17.88,41.09,125,2025-09-12
RF-PROD-2025-09,A1,26,-38,1,21.46,2.608,18.71,41.26,125,2025-09-12
RF-PROD-2025-09,A1,27,-38,1,21.76,2.688,17.94,40.58,125,2025-09-12
RF-PROD-2025-09,A1,28,-38,1,22.24,2.788,18.40,43.23,125,2025-09-12
RF-PROD-2025-09,A1,29,-38,1,21.55,2.616,19.10,43.24,125,2025-09-12
RF-PROD-2025-09,A1,30,-38,1,22.39,2.386,18.42,44.45,125,2025-09-12
RF-PROD-2025-09,A1,31,-38,1,20.78,2.679,18.47,45.88,125,2025-09-12
RF-PROD-2025-09,A1,-32,-37,1,21.06,3.012,17.77,39.90,125,2025-09-12
RF-PROD-2025-09,A1,-31,-37,1,21.37,2.754,17.63,39.48,125,2025-09-12
RF-PROD-2025-09,A1,-30,-37,10,13.03,3.185,9.35,38.37,125,2025-09-12
RF-PROD-2025-09,A1,-29,-37,1,21.67,2.714,17.86,44.73,125,2025-09-12
RF-PROD-2025-09,A1,-28,-37,1,21.00,2.912,18.57,41.77,125,2025-09-12
RF-PROD-2025-09,A1,-27,-37,20,20.29,6.135,9.69,38.70,125,2025-09-12
RF-PROD-2025-09,A1,-26,-37,1,21.54,2.598,16.76,41.32,125,2025-09-12
RF-PROD-2025-09,A1,-25,-37,1,21.64,2.689,18.05,41.98,125,2025-09-12
RF-PROD-2025-09,A1,-24,-37,1,21.58,2.709,19.06,42.05,125,2025-09-12
RF-PROD-2025-09,A1,-23,-37,1,20.03,2.864,17.56,41.34,125,2025-09-12
RF-PROD-2025-09,A1,-22,-37,1,21.13,3.131,18.44,44.36,125,2025-09-12
RF-PROD-2025-09,A1,-21,-37,1,21.84,3.262,18.01,41.51,125,2025-09-12
RF-PROD-2025-09,A1,-20,-37,1,21.87,2.650,17.96,43.84,125,2025-09-12
RF-PROD-2025-09,A1,-19,-37,1,21.86,2.995,18.36,41.62,125,2025-09-12
RF-PROD-2025-09,A1,-18,-37,1,20.84,2.504,18.21,42.83,125,2025-09-12
RF-PROD-2025-09,A1,-17,-37,1,21.21,2.551,17.41,42.99,125,2025-09-12
RF-PROD-2025-09,A1,-16,-37,1,21.60,2.562,17.58,40.54,125,2025-09-12
RF-PROD-2025-09,A1,-15,-37,1,21.70,2.722,18.53,42.19,125,2025-09-12
RF-PROD-2025-09,A1,-14,-37,1,22.31,2.706,17.39,45.68,125,2025-09-12
RF-PROD-2025-09,A1,-13,-37,1,21.38,2.728,17.99,43.12,125,2025-09-12
RF-PROD-2025-09,A1,-12,-37,1,21.26,3.018,18.58,42.92,125,2025-09-12
RF-PROD-2025-09,A1,-11,-37,1,21.74,2.653,17.12,39.45,125,2025-09-12
RF-PROD-2025-09,A1,-10,-37,1,21.42,3.392,18.40,42.14,125,2025-09-12
RF-PROD-2025-09,A1,-9,-37,1,21.84,2.009,18.25,41.83,125,2025-09-12
RF-PROD-2025-09,A1,-8,-37,1,21.41,2.830,18.22,42.29,125,2025-09-12
RF-PROD-2025-09,A1,-7,-37,1,22.31,3.182,18.64,42.59,125,2025-09-12
RF-PROD-2025-09,A1,-6,-37,1,21.24,2.419,17.90,42.23,125,2025-09-12
RF-PROD-2025-09,A1,-5,-37,1,21.74,2.948,17.80,42.00,125,2025-09-12
RF-PROD-2025-09,A1,-4,-37,1,21.53,2.569,18.17,40.98,125,2025-09-12
RF-PROD-2025-09,A1,-3,-37,1,20.62,2.804,18.28,42.60,125,2025-09-12
RF-PROD-2025-09,A1,-2,-37,1,21.47,2.932,18.29,43.40,125,2025-09-12
RF-PROD-2025-09,A1,-1,-37,1,22.21,3.059,18.63,43.05,125,2025-09-12
RF-PROD-2025-09,A1,0,-37,1,21.51,2.878,18.21,39.38,125,2025-09-12
RF-PROD-2025-09,A1,1,-37,1,21.97,3.234,17.99,40.28,125,2025-09-12
RF-PROD-2025-09,A1,2,-37,11,14.92,5.662,10.09,38.49,125,2025-09-12
RF-PROD-2025-09,A1,3,-37,20,19.72,3.201,10.31,39.00,125,2025-09-12
RF-PROD-2025-09,A1,4,-37,1,21.75,2.754,17.48,41.71,125,2025-09-12
RF-PROD-2025-09,A1,5,-37,20,14.44,5.179,10.08,36.26,125,2025-09-12
RF-PROD-2025-09,A1,6,-37,1,21.60,2.911,18.27,43.88,125,2025-09-12
RF-PROD-2025-09,A1,7,-37,1,21.89,2.953,18.03,43.13,125,2025-09-12
RF-PROD-2025-09,A1,8,-37,1,21.14,1.901,18.07,40.13,125,2025-09-12
RF-PROD-2025-09,A1,9,-37,1,21.27,2.454,18.02,42.07,125,2025-09-12
RF-PROD-2025-09,A1,10,-37,1,22.89,2.615,18.05,39.91,125,2025-09-12
RF-PROD-2025-09,A1,11,-37,1,22.10,2.944,19.09,42.63,125,2025-09-12
RF-PROD-2025-09,A1,12,-37,1,21.12,3.046,19.08,41.12,125,2025-09-12
RF-PROD-2025-09,A1,13,-37,1,21.63,2.892,18.74,42.99,125,2025-09-12
RF-PROD-2025-09,A1,14,-37,1,21.72,3.503,18.58,42.20,125,2025-09-12
RF-PROD-2025-09,A1,15,-37,20,15.39,3.470,10.41,37.07,125,2025-09-12
RF-PROD-2025-09,A1,16,-37,20,15.94,5.513,10.33,39.85,125,2025-09-12
RF-PROD-2025-09,A1,17,-37,1,21.49,3.083,18.51,43.06,125,2025-09-12
RF-PROD-2025-09,A1,18,-37,12,14.62,4.288,9.85,36.19,125,2025-09-12
RF-PROD-2025-09,A1,19,-37,1,22.67,2.736,18.88,39.71,125,2025-09-12
RF-PROD-2025-09,A1,20,-37,1,21.26,3.170,18.18,41.84,125,2025-09-12
RF-PROD-2025-09,A1,21,-37,1,21.70,2.765,18.27,40.10,125,2025-09-12
RF-PROD-2025-09,A1,22,-37,1,21.31,3.028,18.01,43.48,125,2025-09-12
RF-PROD-2025-09,A1,23,-37,1,21.59,2.707,19.18,42.52,125,2025-09-12
RF-PROD-2025-09,A1,24,-37,1,21.86,2.828,19.05,41.74,125,2025-09-12
RF-PROD-2025-09,A1,25,-37,1,21.57,2.748,18.27,39.80,125,2025-09-12
RF-PROD-2025-09,A1,26,-37,1,21.48,2.326,18.25,43.06,125,2025-09-12
RF-PROD-2025-09,A1,27,-37,1,22.02,2.291,18.72,39.93,125,2025-09-12
RF-PROD-2025-09,A1,28,-37,1,22.06,2.594,18.67,39.26,125,2025-09-12
RF-PROD-2025-09,A1,29,-37,1,21.25,3.093,18.64,42.36,125,2025-09-12
RF-PROD-2025-09,A1,30,-37,20,15.52,6.109,9.91,37.00,125,2025-09-12
RF-PROD-2025-09,A1,31,-37,12,12.94,5.656,9.80,36.79,125,2025-09-12
RF-PROD-2025-09,A1,32,-37,1,22.27,2.525,17.89,40.72,125,2025-09-12
RF-PROD-2025-09,A1,-32,-36,1,21.79,2.895,18.06,43.80,125,2025-09-12
RF-PROD-2025-09,A1,-31,-36,12,9.24,6.038,9.51,38.51,125,2025-09-12
RF-PROD-2025-09,A1,-30,-36,11,19.40,3.672,9.21,39.38,125,2025-09-12
RF-PROD-2025-09,A1,-29,-36,1,22.82,2.508,18.54,40.21,125,2025-09-12
RF-PROD-2025-09,A1,-28,-36,1,22.90,2.746,18.07,39.52,125,2025-09-12
RF-PROD-2025-09,A1,-27,-36,1,21.81,3.378,17.44,40.31,125,2025-09-12
RF-PROD-2025-09,A1,-26,-36,1,21.10,2.638,18.15,41.29,125,2025-09-12
RF-PROD-2025-09,A1,-25,-36,1,21.82,3.142,18.09,44.90,125,2025-09-12
RF-PROD-2025-09,A1,-24,-36,1,20.88,2.422,18.10,42.42,125,2025-09-12
RF-PROD-2025-09,A1,-23,-36,1,21.36,1.941,17.46,40.55,125,2025-09-12
RF-PROD-2025-09,A1,-22,-36,1,22.15,3.098,18.71,41.35,125,2025-09-12
RF-PROD-2025-09,A1,-21,-36,1,20.77,2.712,18.25,43.94,125,2025-09-12
RF-PROD-2025-09,A1,-20,-36,1,20.89,3.221,17.77,42.41,125,2025-09-12
RF-PROD-2025-09,A1,-19,-36,1,23.12,2.451,18.56,43.10,125,2025-09-12
RF-PROD-2025-09,A1,-18,-36,1,21.51,2.917,17.57,44.69,125,2025-09-12
RF-PROD-2025-09,A1,-17,-36,1,21.43,2.779,17.64,41.85,125,2025-09-12
RF-PROD-2025-09,A1,-16,-36,1,21.41,2.779,18.09,41.47,125,2025-09-12
RF-PROD-2025-09,A1,-15,-36,1,21.65,2.241,17.77,42.28,125,2025-09-12
