lot_id,wafer_id,die_x,die_y,hard_bin,soft_bin,IDD_UA,VTH_V,BW_MHZ,CONTINUITY,VTH_FLAG
IMG-SENSOR-003,W01,-5,9,1,100,11.14,0.4755,492.1,P,P
IMG-SENSOR-003,W01,-4,9,1,100,10.68,0.5140,465.6,P,P
IMG-SENSOR-003,W01,-3,9,1,100,14.69,0.4636,511.3,P,P
IMG-SENSOR-003,W01,-2,9,1,100,15.33,0.4794,477.9,P,P
IMG-SENSOR-003,W01,-1,9,1,100,10.84,0.4875,480.2,P,P
IMG-SENSOR-003,W01,0,9,1,100,10.72,0.4708,470.0,P,P
IMG-SENSOR-003,W01,1,9,4,301,42.11,0.6259,379.4,P,F
IMG-SENSOR-003,W01,2,9,2,401,44.94,0.6144,285.4,P,F
IMG-SENSOR-003,W01,3,9,1,100,9.97,0.4654,461.5,P,P
IMG-SENSOR-003,W01,4,9,1,100,12.72,0.5095,445.3,P,P
IMG-SENSOR-003,W01,5,9,1,100,12.78,0.4834,504.6,P,P
IMG-SENSOR-003,W01,6,9,1,100,12.56,0.5186,483.1,P,P
IMG-SENSOR-003,W01,7,9,1,100,11.94,0.5006,505.0,P,P
IMG-SENSOR-003,W01,8,9,1,100,13.85,0.5002,465.5,P,P
IMG-SENSOR-003,W01,9,9,1,100,11.30,0.5004,496.2,P,P
IMG-SENSOR-003,W01,10,9,1,100,12.86,0.5313,497.6,P,P
IMG-SENSOR-003,W01,11,9,1,100,13.88,0.5206,462.1,P,P
IMG-SENSOR-003,W01,-11,10,1,100,15.07,0.4733,488.1,P,P
IMG-SENSOR-003,W01,-10,10,2,201,52.49,0.5982,263.4,P,P
IMG-SENSOR-003,W01,-9,10,1,100,15.37,0.4942,484.9,P,P
IMG-SENSOR-003,W01,-8,10,1,100,13.30,0.4553,482.7,P,P
IMG-SENSOR-003,W01,-7,10,1,100,15.95,0.4857,477.5,P,P
IMG-SENSOR-003,W01,-6,10,1,100,15.92,0.4862,490.8,P,P
IMG-SENSOR-003,W01,-5,10,1,100,9.27,0.5007,523.8,P,P
IMG-SENSOR-003,W01,-4,10,1,100,16.66,0.5080,464.7,P,P
IMG-SENSOR-003,W01,-3,10,1,100,10.48,0.4750,492.3,P,P
IMG-SENSOR-003,W01,-2,10,1,100,12.35,0.5087,493.2,P,P
IMG-SENSOR-003,W01,-1,10,1,100,10.62,0.4948,501.1,P,P
IMG-SENSOR-003,W01,0,10,1,100,12.15,0.4967,472.5,P,P
IMG-SENSOR-003,W01,1,10,1,100,13.83,0.4923,484.8,P,P
IMG-SENSOR-003,W01,2,10,1,100,16.02,0.4935,477.6,P,P
IMG-SENSOR-003,W01,3,10,1,100,11.47,0.4865,477.4,P,P
IMG-SENSOR-003,W01,4,10,1,100,13.00,0.4924,527.3,P,P
IMG-SENSOR-003,W01,5,10,1,100,14.89,0.5007,466.3,P,P
IMG-SENSOR-003,W01,6,10,2,202,47.50,0.6461,259.4,F,F
IMG-SENSOR-003,W01,7,10,1,100,13.37,0.5044,501.8,P,P
IMG-SENSOR-003,W01,8,10,1,100,14.57,0.5037,500.9,P,P
IMG-SENSOR-003,W01,9,10,1,100,12.09,0.5468,478.8,P,P
IMG-SENSOR-003,W01,10,10,1,100,11.29,0.5259,453.3,P,P
IMG-SENSOR-003,W01,11,10,1,100,13.78,0.5223,467.2,P,P
IMG-SENSOR-003,W01,-11,11,1,100,13.16,0.4828,500.9,P,P
IMG-SENSOR-003,W01,-10,11,1,100,12.31,0.4886,484.0,P,P
IMG-SENSOR-003,W01,-9,11,1,100,10.34,0.4701,484.8,P,P
IMG-SENSOR-003,W01,-8,11,1,100,9.60,0.4782,489.1,P,P
IMG-SENSOR-003,W01,-7,11,1,100,10.60,0.4698,485.4,P,P
IMG-SENSOR-003,W01,-6,11,2,201,55.78,0.6068,280.8,P,P
IMG-SENSOR-003,W01,-5,11,1,100,12.76,0.4631,495.4,P,P
IMG-SENSOR-003,W01,-4,11,1,100,11.89,0.4765,475.3,P,P
IMG-SENSOR-003,W01,-3,11,1,100,6.02,0.4656,456.5,P,P
IMG-SENSOR-003,W01,-2,11,1,100,14.47,0.4676,481.1,P,P
IMG-SENSOR-003,W01,-1,11,1,100,10.20,0.4974,502.1,P,P
IMG-SENSOR-003,W01,0,11,1,100,11.50,0.5169,501.2,P,P
IMG-SENSOR-003,W01,1,11,1,100,12.58,0.5112,487.9,P,P
IMG-SENSOR-003,W01,2,11,1,100,14.70,0.4937,449.6,P,P
IMG-SENSOR-003,W01,3,11,1,100,13.09,0.4927,462.1,P,P
IMG-SENSOR-003,W01,4,11,1,100,12.11,0.4818,503.3,P,P
IMG-SENSOR-003,W01,5,11,1,100,8.99,0.5068,435.6,P,P
IMG-SENSOR-003,W01,6,11,1,100,10.79,0.4891,493.0,P,P
IMG-SENSOR-003,W01,7,11,1,100,11.66,0.5235,475.0,P,P
IMG-SENSOR-003,W01,8,11,1,100,11.33,0.4818,443.9,P,P
IMG-SENSOR-003,W01,9,11,1,100,14.21,0.5104,488.5,P,P
IMG-SENSOR-003,W01,10,11,1,100,12.27,0.5246,450.7,P,P
IMG-SENSOR-003,W01,11,11,1,100,13.12,0.5195,491.3,P,P
IMG-SENSOR-003,W01,-11,12,1,100,16.03,0.4975,496.3,P,P
IMG-SENSOR-003,W01,-10,12,1,100,15.59,0.4769,518.9,P,P
IMG-SENSOR-003,W01,-9,12,4,202,50.06,0.6297,356.4,P,P
IMG-SENSOR-003,W01,-8,12,1,100,10.57,0.4914,503.7,P,P
IMG-SENSOR-003,W01,-7,12,1,100,13.61,0.4904,490.1,P,P
IMG-SENSOR-003,W01,-6,12,1,100,12.00,0.4912,482.2,P,P
IMG-SENSOR-003,W01,-5,12,1,100,13.27,0.4824,488.0,P,P
IMG-SENSOR-003,W01,-4,12,2,202,45.90,0.6241,302.6,P,F
IMG-SENSOR-003,W01,-3,12,1,100,14.90,0.5054,501.4,P,P
IMG-SENSOR-003,W01,-2,12,1,100,13.00,0.4666,477.3,P,P
IMG-SENSOR-003,W01,-1,12,1,100,11.50,0.4868,501.4,P,P
IMG-SENSOR-003,W01,0,12,1,100,12.50,0.4913,511.9,P,P
IMG-SENSOR-003,W01,1,12,1,100,11.42,0.5124,499.1,P,P
IMG-SENSOR-003,W01,2,12,1,100,12.10,0.4955,481.8,P,P
IMG-SENSOR-003,W01,3,12,1,100,12.43,0.5020,481.7,P,P
IMG-SENSOR-003,W01,4,12,1,100,11.27,0.4984,465.6,P,P
IMG-SENSOR-003,W01,5,12,1,100,12.03,0.4811,485.3,P,P
IMG-SENSOR-003,W01,6,12,1,100,12.67,0.5184,500.5,P,P
IMG-SENSOR-003,W01,7,12,1,100,10.58,0.4866,493.4,P,P
IMG-SENSOR-003,W01,8,12,1,100,14.48,0.5052,487.0,P,P
IMG-SENSOR-003,W01,9,12,1,100,14.95,0.5102,474.5,P,P
IMG-SENSOR-003,W01,10,12,1,100,13.51,0.5146,483.2,P,P
IMG-SENSOR-003,W01,11,12,1,100,12.27,0.5113,483.6,P,P
IMG-SENSOR-003,W01,-11,13,1,100,10.95,0.4846,456.2,P,P
IMG-SENSOR-003,W01,-10,13,1,100,10.05,0.4611,500.5,P,P
IMG-SENSOR-003,W01,-9,13,1,100,12.50,0.4396,480.4,P,P
IMG-SENSOR-003,W01,-8,13,1,100,11.51,0.4792,477.9,P,P
IMG-SENSOR-003,W01,-7,13,1,100,12.37,0.4916,509.6,P,P
IMG-SENSOR-003,W01,-6,13,1,100,9.76,0.4700,480.8,P,P
IMG-SENSOR-003,W01,-5,13,1,100,14.12,0.5039,447.5,P,P
IMG-SENSOR-003,W01,-4,13,1,100,11.42,0.4571,512.9,P,P
IMG-SENSOR-003,W01,-3,13,1,100,10.74,0.4829,501.9,P,P
IMG-SENSOR-003,W01,-2,13,1,100,12.46,0.4936,498.9,P,P
IMG-SENSOR-003,W01,-1,13,1,100,12.74,0.4939,478.6,P,P
IMG-SENSOR-003,W01,0,13,1,100,12.66,0.4962,491.4,P,P
IMG-SENSOR-003,W01,1,13,1,100,11.50,0.4852,474.6,P,P
IMG-SENSOR-003,W01,2,13,1,100,15.32,0.4963,462.8,P,P
IMG-SENSOR-003,W01,3,13,1,100,14.10,0.4880,470.7,P,P
IMG-SENSOR-003,W01,4,13,1,100,9.08,0.4836,479.7,P,P
IMG-SENSOR-003,W01,5,13,1,100,15.23,0.4837,466.4,P,P
IMG-SENSOR-003,W01,6,13,1,100,12.17,0.5129,489.1,P,P
IMG-SENSOR-003,W01,7,13,1,100,12.22,0.5218,461.3,P,P
IMG-SENSOR-003,W01,8,13,2,301,41.45,0.6268,282.5,P,F
IMG-SENSOR-003,W01,9,13,1,100,11.41,0.5127,467.0,P,P
IMG-SENSOR-003,W01,10,13,1,100,10.56,0.5027,469.1,P,P
IMG-SENSOR-003,W01,11,13,1,100,12.50,0.5103,485.8,P,P
IMG-SENSOR-003,W01,-11,14,1,100,11.98,0.4699,479.9,P,P
IMG-SENSOR-003,W01,-10,14,1,100,11.87,0.4748,470.5,P,P
IMG-SENSOR-003,W01,-9,14,1,100,12.41,0.5087,500.7,P,P
IMG-SENSOR-003,W01,-8,14,1,100,15.17,0.4828,472.9,P,P
IMG-SENSOR-003,W01,-7,14,1,100,14.52,0.4801,478.0,P,P
IMG-SENSOR-003,W01,-6,14,1,100,8.18,0.4535,480.9,P,P
IMG-SENSOR-003,W01,-5,14,1,100,9.89,0.4596,499.9,P,P
IMG-SENSOR-003,W01,-4,14,1,100,13.06,0.5016,488.0,P,P
IMG-SENSOR-003,W01,-3,14,1,100,13.20,0.4568,521.9,P,P
IMG-SENSOR-003,W01,-2,14,1,100,13.53,0.5293,466.6,P,P
IMG-SENSOR-003,W01,-1,14,1,100,14.95,0.5178,479.3,P,P
IMG-SENSOR-003,W01,0,14,1,100,14.74,0.5072,452.6,P,P
IMG-SENSOR-003,W01,1,14,1,100,12.48,0.4896,452.2,P,P
IMG-SENSOR-003,W01,2,14,1,100,12.94,0.4937,478.7,P,P
IMG-SENSOR-003,W01,3,14,1,100,10.35,0.4904,474.7,P,P
IMG-SENSOR-003,W01,4,14,1,100,13.75,0.4966,496.1,P,P
IMG-SENSOR-003,W01,5,14,1,100,11.85,0.5267,485.6,P,P
IMG-SENSOR-003,W01,6,14,1,100,10.52,0.5152,497.0,P,P
IMG-SENSOR-003,W01,7,14,1,100,13.99,0.5061,495.7,P,P
IMG-SENSOR-003,W01,8,14,1,100,14.15,0.5189,497.3,P,P
IMG-SENSOR-003,W01,9,14,1,100,13.17,0.4979,488.1,P,P
IMG-SENSOR-003,W01,10,14,1,100,16.16,0.5131,492.4,P,P
IMG-SENSOR-003,W01,11,14,3,202,50.49,0.6429,328.6,F,F
IMG-SENSOR-003,W01,-11,15,1,100,12.30,0.4749,454.4,P,P
IMG-SENSOR-003,W01,-10,15,1,100,15.71,0.4854,438.2,P,P
IMG-SENSOR-003,W01,-9,15,1,100,12.15,0.4787,464.5,P,P
IMG-SENSOR-003,W01,-8,15,1,100,10.49,0.4623,446.1,P,P
IMG-SENSOR-003,W01,-7,15,1,100,13.43,0.4909,489.4,P,P
IMG-SENSOR-003,W01,-6,15,1,100,11.82,0.4827,471.1,P,P
IMG-SENSOR-003,W01,-5,15,1,100,17.08,0.4739,483.2,P,P
IMG-SENSOR-003,W01,-4,15,1,100,9.82,0.4792,504.4,P,P
IMG-SENSOR-003,W01,-3,15,1,100,17.36,0.4907,469.4,P,P
IMG-SENSOR-003,W01,-2,15,1,100,14.84,0.4992,477.1,P,P
IMG-SENSOR-003,W01,-1,15,1,100,13.06,0.4723,472.0,P,P
IMG-SENSOR-003,W01,0,15,1,100,12.96,0.4830,488.4,P,P
IMG-SENSOR-003,W01,1,15,1,100,11.73,0.5238,467.2,P,P
IMG-SENSOR-003,W01,2,15,1,100,11.72,0.5200,483.9,P,P
IMG-SENSOR-003,W01,3,15,1,100,14.06,0.4953,502.5,P,P
IMG-SENSOR-003,W01,4,15,1,100,8.66,0.5153,463.4,P,P
IMG-SENSOR-003,W01,5,15,2,201,36.32,0.6630,268.7,P,F
IMG-SENSOR-003,W01,6,15,1,100,10.70,0.4888,455.0,P,P
IMG-SENSOR-003,W01,7,15,1,100,13.97,0.5213,487.5,P,P
IMG-SENSOR-003,W01,8,15,1,100,13.33,0.5081,469.0,P,P
IMG-SENSOR-003,W01,9,15,1,100,12.24,0.4893,481.1,P,P
IMG-SENSOR-003,W01,10,15,1,100,13.34,0.5036,489.0,P,P
IMG-SENSOR-003,W01,11,15,1,100,12.65,0.5078,480.4,P,P
IMG-SENSOR-003,W01,-11,16,1,100,14.02,0.4719,477.3,P,P
IMG-SENSOR-003,W01,-10,16,1,100,14.46,0.4568,472.4,P,P
IMG-SENSOR-003,W01,-9,16,1,100,10.10,0.4818,462.3,P,P
IMG-SENSOR-003,W01,-8,16,1,100,14.15,0.5020,456.1,P,P
IMG-SENSOR-003,W01,-7,16,1,100,11.46,0.4714,485.0,P,P
IMG-SENSOR-003,W01,-6,16,1,100,12.77,0.4947,495.5,P,P
IMG-SENSOR-003,W01,-5,16,1,100,13.46,0.4775,519.3,P,P
IMG-SENSOR-003,W01,-4,16,1,100,7.29,0.5070,479.0,P,P
IMG-SENSOR-003,W01,-3,16,1,100,7.83,0.4954,456.0,P,P
IMG-SENSOR-003,W01,-2,16,1,100,11.12,0.5133,491.1,P,P
IMG-SENSOR-003,W01,-1,16,1,100,12.53,0.5008,501.7,P,P
IMG-SENSOR-003,W01,0,16,1,100,11.72,0.4946,487.1,P,P
IMG-SENSOR-003,W01,1,16,1,100,12.01,0.5130,464.8,P,P
IMG-SENSOR-003,W01,2,16,1,100,15.87,0.4984,472.7,P,P
IMG-SENSOR-003,W01,3,16,1,100,14.79,0.4835,490.5,P,P
IMG-SENSOR-003,W01,4,16,1,100,11.82,0.5107,473.0,P,P
IMG-SENSOR-003,W01,5,16,1,100,13.63,0.5342,493.0,P,P
IMG-SENSOR-003,W01,6,16,1,100,13.09,0.5133,445.7,P,P
IMG-SENSOR-003,W01,7,16,1,100,12.95,0.4898,488.0,P,P
IMG-SENSOR-003,W01,8,16,1,100,9.72,0.5447,458.1,P,P
IMG-SENSOR-003,W01,9,16,2,301,48.40,0.6569,304.8,P,F
IMG-SENSOR-003,W01,10,16,1,100,9.13,0.5331,478.8,P,P
IMG-SENSOR-003,W01,11,16,1,100,13.47,0.5509,530.9,P,P
IMG-SENSOR-003,W01,-11,17,2,401,43.05,0.6176,292.5,P,P
IMG-SENSOR-003,W01,-10,17,1,100,15.24,0.4601,474.8,P,P
IMG-SENSOR-003,W01,-9,17,1,100,13.30,0.4851,487.9,P,P
IMG-SENSOR-003,W01,-8,17,1,100,16.26,0.4911,500.2,P,P
IMG-SENSOR-003,W01,-7,17,1,100,14.90,0.4946,467.9,P,P
IMG-SENSOR-003,W01,-6,17,1,100,15.83,0.4961,520.1,P,P
IMG-SENSOR-003,W01,-5,17,1,100,16.00,0.4637,490.8,P,P
IMG-SENSOR-003,W01,-4,17,1,100,12.50,0.4755,482.5,P,P
IMG-SENSOR-003,W01,-3,17,1,100,11.79,0.4737,465.3,P,P
IMG-SENSOR-003,W01,-2,17,1,100,13.45,0.5098,484.7,P,P
IMG-SENSOR-003,W01,-1,17,1,100,13.37,0.4665,448.9,P,P
IMG-SENSOR-003,W01,0,17,1,100,11.93,0.4748,445.7,P,P
IMG-SENSOR-003,W01,1,17,1,100,13.88,0.5047,462.2,P,P
IMG-SENSOR-003,W01,2,17,1,100,12.58,0.4962,487.3,P,P
IMG-SENSOR-003,W01,3,17,1,100,11.32,0.4754,483.6,P,P
IMG-SENSOR-003,W01,4,17,1,100,12.89,0.5358,506.7,P,P
IMG-SENSOR-003,W01,5,17,1,100,15.40,0.5168,499.1,P,P
IMG-SENSOR-003,W01,6,17,1,100,12.07,0.5215,459.3,P,P
IMG-SENSOR-003,W01,7,17,1,100,14.68,0.5215,453.0,P,P
IMG-SENSOR-003,W01,8,17,1,100,11.11,0.5149,476.9,P,P
IMG-SENSOR-003,W01,9,17,1,100,11.80,0.5326,482.1,P,P
IMG-SENSOR-003,W01,10,17,1,100,13.03,0.5063,523.5,P,P
IMG-SENSOR-003,W01,11,17,1,100,10.24,0.5157,486.5,P,P
IMG-SENSOR-003,W01,-11,18,1,100,11.88,0.5024,484.8,P,P
IMG-SENSOR-003,W01,-10,18,2,401,59.24,0.5735,347.1,F,P
IMG-SENSOR-003,W01,-9,18,1,100,12.27,0.4701,485.8,P,P
IMG-SENSOR-003,W01,-8,18,1,100,11.72,0.4987,486.3,P,P
IMG-SENSOR-003,W01,-7,18,1,100,13.16,0.4768,439.0,P,P
IMG-SENSOR-003,W01,-6,18,1,100,12.53,0.4837,446.4,P,P
IMG-SENSOR-003,W01,-5,18,1,100,15.14,0.5059,471.8,P,P
IMG-SENSOR-003,W01,-4,18,1,100,16.14,0.5168,476.0,P,P
IMG-SENSOR-003,W01,-3,18,1,100,15.13,0.4678,458.6,P,P
IMG-SENSOR-003,W01,-2,18,1,100,9.60,0.5047,481.1,P,P
IMG-SENSOR-003,W01,-1,18,1,100,16.37,0.5107,506.5,P,P
IMG-SENSOR-003,W01,0,18,1,100,9.83,0.4942,489.2,P,P
IMG-SENSOR-003,W01,1,18,1,100,12.60,0.5483,455.1,P,P
IMG-SENSOR-003,W01,2,18,1,100,13.07,0.5409,455.3,P,P
IMG-SENSOR-003,W01,3,18,1,100,12.75,0.4820,494.1,P,P
IMG-SENSOR-003,W01,4,18,1,100,13.51,0.5153,452.1,P,P
IMG-SENSOR-003,W01,5,18,1,100,10.06,0.5034,452.8,P,P
IMG-SENSOR-003,W01,6,18,1,100,11.94,0.5198,454.5,P,P
IMG-SENSOR-003,W01,7,18,1,100,11.47,0.5198,492.1,P,P
IMG-SENSOR-003,W01,8,18,1,100,16.68,0.5110,466.1,F,P
IMG-SENSOR-003,W01,9,18,1,100,12.92,0.5199,478.0,P,P
IMG-SENSOR-003,W01,10,18,1,100,10.04,0.5227,509.8,P,P
IMG-SENSOR-003,W01,11,18,1,100,12.12,0.5245,467.4,P,P
IMG-SENSOR-003,W01,-11,19,1,100,12.21,0.4675,484.7,P,P
IMG-SENSOR-003,W01,-10,19,1,100,15.00,0.4873,470.9,P,P
IMG-SENSOR-003,W01,-9,19,1,100,12.15,0.5066,478.1,P,P
IMG-SENSOR-003,W01,-8,19,1,100,14.83,0.4818,469.8,P,P
IMG-SENSOR-003,W01,-7,19,1,100,16.19,0.4651,517.5,P,P
IMG-SENSOR-003,W01,-6,19,1,100,14.28,0.4682,475.7,P,P
IMG-SENSOR-003,W01,-5,19,1,100,11.63,0.4817,487.3,P,P
IMG-SENSOR-003,W01,-4,19,1,100,12.78,0.4876,500.7,P,P
IMG-SENSOR-003,W01,-3,19,1,100,13.92,0.4554,484.7,P,P
IMG-SENSOR-003,W01,-2,19,1,100,12.62,0.4782,463.0,P,P
IMG-SENSOR-003,W01,-1,19,1,100,11.57,0.4926,483.9,P,P
IMG-SENSOR-003,W01,0,19,1,100,12.33,0.4802,491.1,P,P
IMG-SENSOR-003,W01,1,19,1,100,14.61,0.5107,477.5,P,P
IMG-SENSOR-003,W01,2,19,1,100,8.91,0.4846,494.6,P,P
IMG-SENSOR-003,W01,3,19,1,100,15.01,0.5175,508.2,P,P
IMG-SENSOR-003,W01,4,19,1,100,10.74,0.5179,502.6,P,P
IMG-SENSOR-003,W01,5,19,1,100,12.03,0.5123,461.9,P,P
IMG-SENSOR-003,W01,6,19,1,100,11.95,0.5240,458.5,P,P
IMG-SENSOR-003,W01,7,19,1,100,9.49,0.5336,471.5,P,P
IMG-SENSOR-003,W01,8,19,1,100,11.19,0.5264,484.5,P,P
IMG-SENSOR-003,W01,9,19,1,100,15.23,0.5306,476.6,P,P
IMG-SENSOR-003,W01,10,19,1,100,13.70,0.5045,487.9,P,P
IMG-SENSOR-003,W01,11,19,1,100,12.35,0.5268,489.9,P,P
IMG-SENSOR-003,W01,-11,20,1,100,16.22,0.4831,458.3,P,P
IMG-SENSOR-003,W01,-10,20,1,100,11.83,0.5005,501.7,P,P
IMG-SENSOR-003,W01,-9,20,1,100,12.15,0.4767,435.1,P,P
IMG-SENSOR-003,W01,-8,20,1,100,11.59,0.4576,501.9,P,P
IMG-SENSOR-003,W01,-7,20,1,100,11.06,0.4763,487.5,P,P
IMG-SENSOR-003,W01,-6,20,1,100,8.57,0.5118,501.0,P,P
IMG-SENSOR-003,W01,-5,20,1,100,10.53,0.4975,513.5,P,P
IMG-SENSOR-003,W01,-4,20,1,100,10.68,0.4905,484.6,P,P
IMG-SENSOR-003,W01,-3,20,1,100,13.27,0.4974,491.2,P,P
IMG-SENSOR-003,W01,-2,20,1,100,11.70,0.4887,487.5,P,P
IMG-SENSOR-003,W01,-1,20,1,100,10.05,0.4997,494.7,P,P
IMG-SENSOR-003,W01,0,20,1,100,14.46,0.4972,464.9,P,P
IMG-SENSOR-003,W01,1,20,1,100,11.77,0.4968,478.0,P,P
IMG-SENSOR-003,W01,2,20,1,100,12.72,0.5095,481.5,P,P
IMG-SENSOR-003,W01,3,20,1,100,12.23,0.5224,485.9,P,P
IMG-SENSOR-003,W01,4,20,1,100,11.48,0.5152,521.4,P,P
IMG-SENSOR-003,W01,5,20,1,100,14.59,0.4944,464.5,P,P
IMG-SENSOR-003,W01,6,20,1,100,11.77,0.5159,493.5,P,P
IMG-SENSOR-003,W01,7,20,1,100,14.39,0.5175,500.3,P,P
IMG-SENSOR-003,W01,8,20,1,100,9.78,0.5097,460.7,P,P
IMG-SENSOR-003,W01,9,20,1,100,11.44,0.5052,461.3,P,P
IMG-SENSOR-003,W01,10,20,1,100,11.92,0.5269,501.7,P,P
IMG-SENSOR-003,W01,11,20,1,100,11.00,0.5124,465.7,P,P
IMG-SENSOR-003,W01,-11,21,1,100,11.64,0.4486,488.5,P,P
IMG-SENSOR-003,W01,-10,21,1,100,12.39,0.4946,464.1,P,P
IMG-SENSOR-003,W01,-9,21,1,100,12.43,0.4776,436.7,P,P
IMG-SENSOR-003,W01,-8,21,1,100,11.20,0.4630,493.5,P,P
IMG-SENSOR-003,W01,-7,21,1,100,14.68,0.4900,471.2,P,P
IMG-SENSOR-003,W01,-6,21,1,100,13.95,0.4638,496.7,P,P
IMG-SENSOR-003,W01,-5,21,1,100,12.03,0.4905,489.1,P,P
IMG-SENSOR-003,W01,-4,21,1,100,13.54,0.5155,450.9,P,P
IMG-SENSOR-003,W01,-3,21,1,100,8.24,0.5059,493.0,P,P
IMG-SENSOR-003,W01,-2,21,1,100,13.31,0.4984,497.7,P,P
IMG-SENSOR-003,W01,-1,21,1,100,11.80,0.4961,491.3,P,P
IMG-SENSOR-003,W01,0,21,1,100,16.57,0.5402,498.4,P,P
IMG-SENSOR-003,W01,1,21,1,100,12.59,0.4923,481.7,P,P
IMG-SENSOR-003,W01,2,21,1,100,12.64,0.5032,510.8,F,P
IMG-SENSOR-003,W01,3,21,1,100,13.05,0.5195,486.0,P,P
IMG-SENSOR-003,W01,4,21,3,202,51.00,0.6679,254.2,P,F
IMG-SENSOR-003,W01,5,21,1,100,10.10,0.4901,495.8,P,P
IMG-SENSOR-003,W01,6,21,1,100,13.82,0.5166,456.5,P,P
IMG-SENSOR-003,W01,7,21,1,100,10.77,0.4988,472.5,P,P
IMG-SENSOR-003,W01,8,21,1,100,11.65,0.4989,457.3,P,P
IMG-SENSOR-003,W01,9,21,1,100,13.69,0.5184,493.2,P,P
IMG-SENSOR-003,W01,10,21,1,100,12.96,0.5496,468.8,P,P
IMG-SENSOR-003,W01,11,21,1,100,11.60,0.5284,470.0,P,P
IMG-SENSOR-003,W01,-11,22,1,100,12.75,0.4755,510.3,P,P
IMG-SENSOR-003,W01,-10,22,1,100,11.72,0.4765,497.8,P,P
IMG-SENSOR-003,W01,-9,22,1,100,9.16,0.4874,475.8,P,P
IMG-SENSOR-003,W01,-8,22,1,100,8.59,0.5111,490.0,P,P
IMG-SENSOR-003,W01,-7,22,1,100,11.18,0.4800,478.7,P,P
IMG-SENSOR-003,W01,-6,22,1,100,15.75,0.4739,493.1,P,P
IMG-SENSOR-003,W01,-5,22,1,100,10.57,0.5148,487.7,P,P
IMG-SENSOR-003,W01,-4,22,1,100,12.67,0.5186,472.5,P,P
IMG-SENSOR-003,W01,-3,22,1,100,14.77,0.5146,482.2,P,P
IMG-SENSOR-003,W01,-2,22,1,100,15.45,0.5090,467.9,P,P
IMG-SENSOR-003,W01,-1,22,1,100,11.40,0.5110,465.2,P,P
IMG-SENSOR-003,W01,0,22,1,100,11.52,0.4992,504.0,P,P
IMG-SENSOR-003,W01,1,22,1,100,12.93,0.4976,484.3,P,P
IMG-SENSOR-003,W01,2,22,1,100,11.69,0.5051,487.8,P,P
IMG-SENSOR-003,W01,3,22,1,100,14.57,0.5234,509.6,P,P
IMG-SENSOR-003,W01,4,22,3,202,48.50,0.6608,338.4,P,F
IMG-SENSOR-003,W01,5,22,1,100,9.40,0.5123,468.1,P,P
IMG-SENSOR-003,W01,6,22,1,100,13.19,0.4964,481.6,P,P
IMG-SENSOR-003,W01,7,22,1,100,12.02,0.4987,491.1,P,P
IMG-SENSOR-003,W01,8,22,1,100,13.49,0.5417,437.6,P,P
IMG-SENSOR-003,W01,9,22,1,100,13.52,0.5101,488.6,P,P
IMG-SENSOR-003,W01,10,22,1,100,10.66,0.5158,491.5,P,P
IMG-SENSOR-003,W01,11,22,1,100,15.34,0.5341,429.0,P,P
IMG-SENSOR-003,W01,-11,23,2,201,51.02,0.5685,370.5,P,F
IMG-SENSOR-003,W01,-10,23,1,100,11.74,0.4680,444.4,P,P
IMG-SENSOR-003,W01,-9,23,1,100,12.41,0.5073,459.9,P,P
IMG-SENSOR-003,W01,-8,23,1,100,12.20,0.4815,517.2,P,P
IMG-SENSOR-003,W01,-7,23,1,100,11.38,0.5021,489.5,P,P
IMG-SENSOR-003,W01,-6,23,1,100,13.38,0.5078,494.9,P,P
IMG-SENSOR-003,W01,-5,23,1,100,12.30,0.4841,491.4,P,P
IMG-SENSOR-003,W01,-4,23,1,100,12.02,0.4948,490.8,P,P
IMG-SENSOR-003,W01,-3,23,2,401,36.35,0.6379,337.6,P,F
IMG-SENSOR-003,W01,-2,23,1,100,10.29,0.4723,481.6,P,P
IMG-SENSOR-003,W01,-1,23,1,100,13.09,0.4659,510.8,P,P
IMG-SENSOR-003,W01,0,23,4,201,33.95,0.6341,274.3,P,F
IMG-SENSOR-003,W01,1,23,1,100,12.28,0.4819,482.7,P,P
IMG-SENSOR-003,W01,2,23,1,100,11.08,0.5011,469.3,P,P
IMG-SENSOR-003,W01,3,23,1,100,12.16,0.5398,492.3,P,P
IMG-SENSOR-003,W01,4,23,1,100,13.62,0.5073,464.0,P,P
IMG-SENSOR-003,W01,5,23,1,100,14.99,0.5071,457.2,P,P
IMG-SENSOR-003,W01,6,23,1,100,12.26,0.5258,496.4,P,P
IMG-SENSOR-003,W01,7,23,1,100,11.78,0.5142,436.9,P,P
IMG-SENSOR-003,W01,8,23,1,100,12.50,0.5296,478.6,P,P
IMG-SENSOR-003,W01,9,23,3,301,48.08,0.6567,351.8,F,F
IMG-SENSOR-003,W01,10,23,1,100,13.50,0.4827,489.9,P,P
IMG-SENSOR-003,W01,11,23,1,100,11.10,0.5268,469.3,P,P
IMG-SENSOR-003,W01,-11,24,2,302,39.58,0.6225,314.6,P,F
IMG-SENSOR-003,W01,-10,24,1,100,11.97,0.4784,477.3,P,P
IMG-SENSOR-003,W01,-9,24,1,100,12.74,0.4717,469.5,P,P
IMG-SENSOR-003,W01,-8,24,1,100,13.24,0.4996,489.6,P,P
IMG-SENSOR-003,W01,-7,24,1,100,13.07,0.4831,489.2,P,P
