LID,WID,COL,ROW,H_BIN,S_BIN
MEM-2025-LOT7,M01,15,-15,1,10
MEM-2025-LOT7,M01,16,-15,1,10
MEM-2025-LOT7,M01,17,-15,1,10
MEM-2025-LOT7,M01,18,-15,1,10
MEM-2025-LOT7,M01,19,-15,1,10
MEM-2025-LOT7,M01,20,-15,1,10
MEM-2025-LOT7,M01,21,-15,1,10
MEM-2025-LOT7,M01,22,-15,1,10
MEM-2025-LOT7,M01,23,-15,1,10
MEM-2025-LOT7,M01,24,-15,1,10
MEM-2025-LOT7,M01,25,-15,1,10
MEM-2025-LOT7,M01,26,-15,1,10
MEM-2025-LOT7,M01,27,-15,1,10
MEM-2025-LOT7,M01,28,-15,2,31
MEM-2025-LOT7,M01,29,-15,1,10
MEM-2025-LOT7,M01,30,-15,2,30
MEM-2025-LOT7,M01,-30,-14,1,10
MEM-2025-LOT7,M01,-29,-14,2,20
MEM-2025-LOT7,M01,-28,-14,2,31
MEM-2025-LOT7,M01,-27,-14,1,10
MEM-2025-LOT7,M01,-26,-14,4,22
MEM-2025-LOT7,M01,-25,-14,1,10
MEM-2025-LOT7,M01,-24,-14,1,10
MEM-2025-LOT7,M01,-23,-14,1,10
MEM-2025-LOT7,M01,-22,-14,1,10
MEM-2025-LOT7,M01,-21,-14,1,10
MEM-2025-LOT7,M01,-20,-14,1,10
MEM-2025-LOT7,M01,-19,-14,1,10
MEM-2025-LOT7,M01,-18,-14,1,10
MEM-2025-LOT7,M01,-17,-14,1,10
MEM-2025-LOT7,M01,-16,-14,1,10
MEM-2025-LOT7,M01,-15,-14,1,10
MEM-2025-LOT7,M01,-14,-14,1,10
MEM-2025-LOT7,M01,-13,-14,1,10
MEM-2025-LOT7,M01,-12,-14,1,10
MEM-2025-LOT7,M01,-11,-14,1,10
MEM-2025-LOT7,M01,-10,-14,1,10
MEM-2025-LOT7,M01,-9,-14,1,10
MEM-2025-LOT7,M01,-8,-14,1,10
MEM-2025-LOT7,M01,-7,-14,1,10
MEM-2025-LOT7,M01,-6,-14,1,10
MEM-2025-LOT7,M01,-5,-14,1,10
MEM-2025-LOT7,M01,-4,-14,1,10
MEM-2025-LOT7,M01,-3,-14,1,10
MEM-2025-LOT7,M01,-2,-14,1,10
MEM-2025-LOT7,M01,-1,-14,1,10
MEM-2025-LOT7,M01,0,-14,1,10
MEM-2025-LOT7,M01,1,-14,1,10
MEM-2025-LOT7,M01,2,-14,1,10
MEM-2025-LOT7,M01,3,-14,1,10
MEM-2025-LOT7,M01,4,-14,1,10
MEM-2025-LOT7,M01,5,-14,1,10
MEM-2025-LOT7,M01,6,-14,1,10
MEM-2025-LOT7,M01,7,-14,1,10
MEM-2025-LOT7,M01,8,-14,1,10
MEM-2025-LOT7,M01,9,-14,1,10
MEM-2025-LOT7,M01,10,-14,1,10
MEM-2025-LOT7,M01,11,-14,1,10
MEM-2025-LOT7,M01,12,-14,1,10
MEM-2025-LOT7,M01,13,-14,1,10
MEM-2025-LOT7,M01,14,-14,1,10
MEM-2025-LOT7,M01,15,-14,1,10
MEM-2025-LOT7,M01,16,-14,1,10
MEM-2025-LOT7,M01,17,-14,1,10
MEM-2025-LOT7,M01,18,-14,1,10
MEM-2025-LOT7,M01,19,-14,1,10
MEM-2025-LOT7,M01,20,-14,1,10
MEM-2025-LOT7,M01,21,-14,1,10
MEM-2025-LOT7,M01,22,-14,1,10
MEM-2025-LOT7,M01,23,-14,1,10
MEM-2025-LOT7,M01,24,-14,1,10
MEM-2025-LOT7,M01,25,-14,1,10
MEM-2025-LOT7,M01,26,-14,1,10
MEM-2025-LOT7,M01,27,-14,1,10
MEM-2025-LOT7,M01,28,-14,2,21
MEM-2025-LOT7,M01,29,-14,3,20
MEM-2025-LOT7,M01,30,-14,2,31
MEM-2025-LOT7,M01,-31,-13,2,30
MEM-2025-LOT7,M01,-30,-13,1,10
MEM-2025-LOT7,M01,-29,-13,1,10
MEM-2025-LOT7,M01,-28,-13,2,22
MEM-2025-LOT7,M01,-27,-13,1,10
MEM-2025-LOT7,M01,-26,-13,1,10
MEM-2025-LOT7,M01,-25,-13,1,10
MEM-2025-LOT7,M01,-24,-13,1,10
MEM-2025-LOT7,M01,-23,-13,1,10
MEM-2025-LOT7,M01,-22,-13,1,10
MEM-2025-LOT7,M01,-21,-13,1,10
MEM-2025-LOT7,M01,-20,-13,2,22
MEM-2025-LOT7,M01,-19,-13,1,10
MEM-2025-LOT7,M01,-18,-13,1,10
MEM-2025-LOT7,M01,-17,-13,1,10
MEM-2025-LOT7,M01,-16,-13,3,31
MEM-2025-LOT7,M01,-15,-13,1,10
MEM-2025-LOT7,M01,-14,-13,1,10
MEM-2025-LOT7,M01,-13,-13,1,10
MEM-2025-LOT7,M01,-12,-13,1,10
MEM-2025-LOT7,M01,-11,-13,1,10
MEM-2025-LOT7,M01,-10,-13,1,10
MEM-2025-LOT7,M01,-9,-13,1,10
MEM-2025-LOT7,M01,-8,-13,1,10
MEM-2025-LOT7,M01,-7,-13,1,10
MEM-2025-LOT7,M01,-6,-13,1,10
MEM-2025-LOT7,M01,-5,-13,1,10
MEM-2025-LOT7,M01,-4,-13,1,10
MEM-2025-LOT7,M01,-3,-13,1,10
MEM-2025-LOT7,M01,-2,-13,1,10
MEM-2025-LOT7,M01,-1,-13,1,10
MEM-2025-LOT7,M01,0,-13,1,10
MEM-2025-LOT7,M01,1,-13,1,10
MEM-2025-LOT7,M01,2,-13,1,10
MEM-2025-LOT7,M01,3,-13,1,10
MEM-2025-LOT7,M01,4,-13,1,10
MEM-2025-LOT7,M01,5,-13,1,10
MEM-2025-LOT7,M01,6,-13,1,10
MEM-2025-LOT7,M01,7,-13,1,10
MEM-2025-LOT7,M01,8,-13,1,10
MEM-2025-LOT7,M01,9,-13,1,10
MEM-2025-LOT7,M01,10,-13,1,10
MEM-2025-LOT7,M01,11,-13,1,10
MEM-2025-LOT7,M01,12,-13,1,10
MEM-2025-LOT7,M01,13,-13,1,10
MEM-2025-LOT7,M01,14,-13,1,10
MEM-2025-LOT7,M01,15,-13,1,10
MEM-2025-LOT7,M01,16,-13,1,10
MEM-2025-LOT7,M01,17,-13,1,10
MEM-2025-LOT7,M01,18,-13,1,10
MEM-2025-LOT7,M01,19,-13,1,10
MEM-2025-LOT7,M01,20,-13,1,10
MEM-2025-LOT7,M01,21,-13,1,10
MEM-2025-LOT7,M01,22,-13,1,10
MEM-2025-LOT7,M01,23,-13,1,10
MEM-2025-LOT7,M01,24,-13,1,10
MEM-2025-LOT7,M01,25,-13,1,10
MEM-2025-LOT7,M01,26,-13,2,31
MEM-2025-LOT7,M01,27,-13,1,10
MEM-2025-LOT7,M01,28,-13,2,30
MEM-2025-LOT7,M01,29,-13,2,30
MEM-2025-LOT7,M01,30,-13,1,10
MEM-2025-LOT7,M01,31,-13,3,21
MEM-2025-LOT7,M01,-31,-12,1,10
MEM-2025-LOT7,M01,-30,-12,2,31
MEM-2025-LOT7,M01,-29,-12,2,22
MEM-2025-LOT7,M01,-28,-12,3,30
MEM-2025-LOT7,M01,-27,-12,3,30
MEM-2025-LOT7,M01,-26,-12,1,10
MEM-2025-LOT7,M01,-25,-12,1,10
MEM-2025-LOT7,M01,-24,-12,1,10
MEM-2025-LOT7,M01,-23,-12,1,10
MEM-2025-LOT7,M01,-22,-12,1,10
MEM-2025-LOT7,M01,-21,-12,1,10
MEM-2025-LOT7,M01,-20,-12,1,10
MEM-2025-LOT7,M01,-19,-12,1,10
MEM-2025-LOT7,M01,-18,-12,1,10
MEM-2025-LOT7,M01,-17,-12,1,10
MEM-2025-LOT7,M01,-16,-12,1,10
MEM-2025-LOT7,M01,-15,-12,1,10
MEM-2025-LOT7,M01,-14,-12,1,10
MEM-2025-LOT7,M01,-13,-12,1,10
MEM-2025-LOT7,M01,-12,-12,1,10
MEM-2025-LOT7,M01,-11,-12,1,10
MEM-2025-LOT7,M01,-10,-12,1,10
MEM-2025-LOT7,M01,-9,-12,1,10
MEM-2025-LOT7,M01,-8,-12,1,10
MEM-2025-LOT7,M01,-7,-12,1,10
MEM-2025-LOT7,M01,-6,-12,1,10
MEM-2025-LOT7,M01,-5,-12,1,10
MEM-2025-LOT7,M01,-4,-12,1,10
MEM-2025-LOT7,M01,-3,-12,1,10
MEM-2025-LOT7,M01,-2,-12,1,10
MEM-2025-LOT7,M01,-1,-12,1,10
MEM-2025-LOT7,M01,0,-12,1,10
MEM-2025-LOT7,M01,1,-12,1,10
MEM-2025-LOT7,M01,2,-12,1,10
MEM-2025-LOT7,M01,3,-12,1,10
MEM-2025-LOT7,M01,4,-12,1,10
MEM-2025-LOT7,M01,5,-12,1,10
MEM-2025-LOT7,M01,6,-12,1,10
MEM-2025-LOT7,M01,7,-12,1,10
MEM-2025-LOT7,M01,8,-12,1,10
MEM-2025-LOT7,M01,9,-12,1,10
MEM-2025-LOT7,M01,10,-12,1,10
MEM-2025-LOT7,M01,11,-12,1,10
MEM-2025-LOT7,M01,12,-12,1,10
MEM-2025-LOT7,M01,13,-12,1,10
MEM-2025-LOT7,M01,14,-12,1,10
MEM-2025-LOT7,M01,15,-12,1,10
MEM-2025-LOT7,M01,16,-12,1,10
MEM-2025-LOT7,M01,17,-12,1,10
MEM-2025-LOT7,M01,18,-12,1,10
MEM-2025-LOT7,M01,19,-12,1,10
MEM-2025-LOT7,M01,20,-12,1,10
MEM-2025-LOT7,M01,21,-12,1,10
MEM-2025-LOT7,M01,22,-12,1,10
MEM-2025-LOT7,M01,23,-12,1,10
MEM-2025-LOT7,M01,24,-12,1,10
MEM-2025-LOT7,M01,25,-12,1,10
MEM-2025-LOT7,M01,26,-12,1,10
MEM-2025-LOT7,M01,27,-12,1,10
MEM-2025-LOT7,M01,28,-12,1,10
MEM-2025-LOT7,M01,29,-12,1,10
MEM-2025-LOT7,M01,30,-12,3,21
MEM-2025-LOT7,M01,31,-12,1,10
MEM-2025-LOT7,M01,-31,-11,4,31
MEM-2025-LOT7,M01,-30,-11,3,20
MEM-2025-LOT7,M01,-29,-11,2,22
MEM-2025-LOT7,M01,-28,-11,2,22
MEM-2025-LOT7,M01,-27,-11,4,22
MEM-2025-LOT7,M01,-26,-11,1,10
MEM-2025-LOT7,M01,-25,-11,1,10
MEM-2025-LOT7,M01,-24,-11,1,10
MEM-2025-LOT7,M01,-23,-11,1,10
MEM-2025-LOT7,M01,-22,-11,1,10
MEM-2025-LOT7,M01,-21,-11,1,10
MEM-2025-LOT7,M01,-20,-11,1,10
MEM-2025-LOT7,M01,-19,-11,1,10
MEM-2025-LOT7,M01,-18,-11,1,10
MEM-2025-LOT7,M01,-17,-11,1,10
MEM-2025-LOT7,M01,-16,-11,1,10
MEM-2025-LOT7,M01,-15,-11,1,10
MEM-2025-LOT7,M01,-14,-11,1,10
MEM-2025-LOT7,M01,-13,-11,1,10
MEM-2025-LOT7,M01,-12,-11,1,10
MEM-2025-LOT7,M01,-11,-11,1,10
MEM-2025-LOT7,M01,-10,-11,1,10
MEM-2025-LOT7,M01,-9,-11,1,10
MEM-2025-LOT7,M01,-8,-11,1,10
MEM-2025-LOT7,M01,-7,-11,1,10
MEM-2025-LOT7,M01,-6,-11,1,10
MEM-2025-LOT7,M01,-5,-11,1,10
MEM-2025-LOT7,M01,-4,-11,1,10
MEM-2025-LOT7,M01,-3,-11,1,10
MEM-2025-LOT7,M01,-2,-11,1,10
MEM-2025-LOT7,M01,-1,-11,1,10
MEM-2025-LOT7,M01,0,-11,1,10
MEM-2025-LOT7,M01,1,-11,1,10
MEM-2025-LOT7,M01,2,-11,1,10
MEM-2025-LOT7,M01,3,-11,1,10
MEM-2025-LOT7,M01,4,-11,1,10
MEM-2025-LOT7,M01,5,-11,1,10
MEM-2025-LOT7,M01,6,-11,1,10
MEM-2025-LOT7,M01,7,-11,1,10
MEM-2025-LOT7,M01,8,-11,1,10
MEM-2025-LOT7,M01,9,-11,1,10
MEM-2025-LOT7,M01,10,-11,1,10
MEM-2025-LOT7,M01,11,-11,1,10
MEM-2025-LOT7,M01,12,-11,1,10
MEM-2025-LOT7,M01,13,-11,1,10
MEM-2025-LOT7,M01,14,-11,1,10
MEM-2025-LOT7,M01,15,-11,1,10
MEM-2025-LOT7,M01,16,-11,1,10
MEM-2025-LOT7,M01,17,-11,1,10
MEM-2025-LOT7,M01,18,-11,1,10
MEM-2025-LOT7,M01,19,-11,1,10
MEM-2025-LOT7,M01,20,-11,1,10
MEM-2025-LOT7,M01,21,-11,1,10
MEM-2025-LOT7,M01,22,-11,1,10
MEM-2025-LOT7,M01,23,-11,1,10
MEM-2025-LOT7,M01,24,-11,1,10
MEM-2025-LOT7,M01,25,-11,1,10
MEM-2025-LOT7,M01,26,-11,1,10
MEM-2025-LOT7,M01,27,-11,1,10
MEM-2025-LOT7,M01,28,-11,2,22
MEM-2025-LOT7,M01,29,-11,1,10
MEM-2025-LOT7,M01,30,-11,1,10
MEM-2025-LOT7,M01,31,-11,2,21
MEM-2025-LOT7,M01,-31,-10,1,10
MEM-2025-LOT7,M01,-30,-10,1,10
MEM-2025-LOT7,M01,-29,-10,1,10
MEM-2025-LOT7,M01,-28,-10,3,30
MEM-2025-LOT7,M01,-27,-10,3,31
MEM-2025-LOT7,M01,-26,-10,1,10
MEM-2025-LOT7,M01,-25,-10,1,10
MEM-2025-LOT7,M01,-24,-10,1,10
MEM-2025-LOT7,M01,-23,-10,1,10
MEM-2025-LOT7,M01,-22,-10,1,10
MEM-2025-LOT7,M01,-21,-10,1,10
MEM-2025-LOT7,M01,-20,-10,1,10
MEM-2025-LOT7,M01,-19,-10,1,10
MEM-2025-LOT7,M01,-18,-10,1,10
MEM-2025-LOT7,M01,-17,-10,4,30
MEM-2025-LOT7,M01,-16,-10,1,10
MEM-2025-LOT7,M01,-15,-10,1,10
MEM-2025-LOT7,M01,-14,-10,1,10
MEM-2025-LOT7,M01,-13,-10,1,10
MEM-2025-LOT7,M01,-12,-10,1,10
MEM-2025-LOT7,M01,-11,-10,1,10
MEM-2025-LOT7,M01,-10,-10,1,10
MEM-2025-LOT7,M01,-9,-10,1,10
MEM-2025-LOT7,M01,-8,-10,1,10
MEM-2025-LOT7,M01,-7,-10,1,10
MEM-2025-LOT7,M01,-6,-10,1,10
MEM-2025-LOT7,M01,-5,-10,1,10
MEM-2025-LOT7,M01,-4,-10,1,10
MEM-2025-LOT7,M01,-3,-10,1,10
MEM-2025-LOT7,M01,-2,-10,1,10
MEM-2025-LOT7,M01,-1,-10,1,10
MEM-2025-LOT7,M01,0,-10,1,10
MEM-2025-LOT7,M01,1,-10,1,10
MEM-2025-LOT7,M01,2,-10,1,10
MEM-2025-LOT7,M01,3,-10,2,31
MEM-2025-LOT7,M01,4,-10,1,10
MEM-2025-LOT7,M01,5,-10,1,10
MEM-2025-LOT7,M01,6,-10,1,10
MEM-2025-LOT7,M01,7,-10,1,10
MEM-2025-LOT7,M01,8,-10,1,10
MEM-2025-LOT7,M01,9,-10,1,10
MEM-2025-LOT7,M01,10,-10,1,10
MEM-2025-LOT7,M01,11,-10,1,10
MEM-2025-LOT7,M01,12,-10,1,10
MEM-2025-LOT7,M01,13,-10,1,10
MEM-2025-LOT7,M01,14,-10,1,10
MEM-2025-LOT7,M01,15,-10,1,10
MEM-2025-LOT7,M01,16,-10,1,10
MEM-2025-LOT7,M01,17,-10,1,10
MEM-2025-LOT7,M01,18,-10,1,10
MEM-2025-LOT7,M01,19,-10,1,10
MEM-2025-LOT7,M01,20,-10,1,10
MEM-2025-LOT7,M01,21,-10,1,10
MEM-2025-LOT7,M01,22,-10,1,10
MEM-2025-LOT7,M01,23,-10,1,10
MEM-2025-LOT7,M01,24,-10,1,10
MEM-2025-LOT7,M01,25,-10,1,10
MEM-2025-LOT7,M01,26,-10,1,10
MEM-2025-LOT7,M01,27,-10,1,10
MEM-2025-LOT7,M01,28,-10,3,20
MEM-2025-LOT7,M01,29,-10,3,30
MEM-2025-LOT7,M01,30,-10,4,21
MEM-2025-LOT7,M01,31,-10,3,21
MEM-2025-LOT7,M01,-31,-9,1,10
MEM-2025-LOT7,M01,-30,-9,1,10
MEM-2025-LOT7,M01,-29,-9,1,10
MEM-2025-LOT7,M01,-28,-9,1,10
MEM-2025-LOT7,M01,-27,-9,2,31
MEM-2025-LOT7,M01,-26,-9,1,10
MEM-2025-LOT7,M01,-25,-9,1,10
MEM-2025-LOT7,M01,-24,-9,1,10
MEM-2025-LOT7,M01,-23,-9,1,10
MEM-2025-LOT7,M01,-22,-9,1,10
MEM-2025-LOT7,M01,-21,-9,1,10
MEM-2025-LOT7,M01,-20,-9,1,10
MEM-2025-LOT7,M01,-19,-9,1,10
MEM-2025-LOT7,M01,-18,-9,1,10
MEM-2025-LOT7,M01,-17,-9,1,10
MEM-2025-LOT7,M01,-16,-9,1,10
MEM-2025-LOT7,M01,-15,-9,1,10
MEM-2025-LOT7,M01,-14,-9,1,10
MEM-2025-LOT7,M01,-13,-9,1,10
MEM-2025-LOT7,M01,-12,-9,1,10
MEM-2025-LOT7,M01,-11,-9,1,10
MEM-2025-LOT7,M01,-10,-9,1,10
MEM-2025-LOT7,M01,-9,-9,1,10
MEM-2025-LOT7,M01,-8,-9,1,10
MEM-2025-LOT7,M01,-7,-9,1,10
MEM-2025-LOT7,M01,-6,-9,1,10
MEM-2025-LOT7,M01,-5,-9,1,10
MEM-2025-LOT7,M01,-4,-9,1,10
MEM-2025-LOT7,M01,-3,-9,1,10
MEM-2025-LOT7,M01,-2,-9,1,10
MEM-2025-LOT7,M01,-1,-9,1,10
MEM-2025-LOT7,M01,0,-9,1,10
MEM-2025-LOT7,M01,1,-9,1,10
MEM-2025-LOT7,M01,2,-9,1,10
MEM-2025-LOT7,M01,3,-9,1,10
MEM-2025-LOT7,M01,4,-9,1,10
MEM-2025-LOT7,M01,5,-9,1,10
MEM-2025-LOT7,M01,6,-9,1,10
MEM-2025-LOT7,M01,7,-9,4,31
MEM-2025-LOT7,M01,8,-9,1,10
MEM-2025-LOT7,M01,9,-9,1,10
MEM-2025-LOT7,M01,10,-9,1,10
MEM-2025-LOT7,M01,11,-9,1,10
MEM-2025-LOT7,M01,12,-9,1,10
MEM-2025-LOT7,M01,13,-9,1,10
MEM-2025-LOT7,M01,14,-9,1,10
MEM-2025-LOT7,M01,15,-9,1,10
MEM-2025-LOT7,M01,16,-9,1,10
MEM-2025-LOT7,M01,17,-9,1,10
MEM-2025-LOT7,M01,18,-9,1,10
MEM-2025-LOT7,M01,19,-9,1,10
MEM-2025-LOT7,M01,20,-9,1,10
MEM-2025-LOT7,M01,21,-9,1,10
MEM-2025-LOT7,M01,22,-9,1,10
MEM-2025-LOT7,M01,23,-9,1,10
MEM-2025-LOT7,M01,24,-9,1,10
MEM-2025-LOT7,M01,25,-9,1,10
MEM-2025-LOT7,M01,26,-9,1,10
MEM-2025-LOT7,M01,27,-9,1,10
MEM-2025-LOT7,M01,28,-9,1,10
MEM-2025-LOT7,M01,29,-9,1,10
MEM-2025-LOT7,M01,30,-9,3,21
MEM-2025-LOT7,M01,31,-9,1,10
MEM-2025-LOT7,M01,-31,-8,2,22
MEM-2025-LOT7,M01,-30,-8,2,31
MEM-2025-LOT7,M01,-29,-8,1,10
MEM-2025-LOT7,M01,-28,-8,1,10
MEM-2025-LOT7,M01,-27,-8,4,30
MEM-2025-LOT7,M01,-26,-8,1,10
MEM-2025-LOT7,M01,-25,-8,1,10
MEM-2025-LOT7,M01,-24,-8,1,10
MEM-2025-LOT7,M01,-23,-8,1,10
MEM-2025-LOT7,M01,-22,-8,1,10
MEM-2025-LOT7,M01,-21,-8,1,10
MEM-2025-LOT7,M01,-20,-8,1,10
MEM-2025-LOT7,M01,-19,-8,1,10
MEM-2025-LOT7,M01,-18,-8,1,10
MEM-2025-LOT7,M01,-17,-8,2,30
MEM-2025-LOT7,M01,-16,-8,1,10
MEM-2025-LOT7,M01,-15,-8,1,10
MEM-2025-LOT7,M01,-14,-8,1,10
MEM-2025-LOT7,M01,-13,-8,1,10
MEM-2025-LOT7,M01,-12,-8,1,10
MEM-2025-LOT7,M01,-11,-8,1,10
MEM-2025-LOT7,M01,-10,-8,1,10
MEM-2025-LOT7,M01,-9,-8,1,10
MEM-2025-LOT7,M01,-8,-8,1,10
MEM-2025-LOT7,M01,-7,-8,1,10
MEM-2025-LOT7,M01,-6,-8,1,10
MEM-2025-LOT7,M01,-5,-8,1,10
MEM-2025-LOT7,M01,-4,-8,1,10
MEM-2025-LOT7,M01,-3,-8,1,10
MEM-2025-LOT7,M01,-2,-8,1,10
MEM-2025-LOT7,M01,-1,-8,1,10
MEM-2025-LOT7,M01,0,-8,1,10
MEM-2025-LOT7,M01,1,-8,1,10
MEM-2025-LOT7,M01,2,-8,1,10
MEM-2025-LOT7,M01,3,-8,1,10
MEM-2025-LOT7,M01,4,-8,1,10
MEM-2025-LOT7,M01,5,-8,1,10
MEM-2025-LOT7,M01,6,-8,1,10
MEM-2025-LOT7,M01,7,-8,1,10
MEM-2025-LOT7,M01,8,-8,1,10
MEM-2025-LOT7,M01,9,-8,1,10
MEM-2025-LOT7,M01,10,-8,1,10
MEM-2025-LOT7,M01,11,-8,1,10
MEM-2025-LOT7,M01,12,-8,1,10
MEM-2025-LOT7,M01,13,-8,1,10
MEM-2025-LOT7,M01,14,-8,1,10
MEM-2025-LOT7,M01,15,-8,1,10
MEM-2025-LOT7,M01,16,-8,1,10
MEM-2025-LOT7,M01,17,-8,1,10
MEM-2025-LOT7,M01,18,-8,1,10
MEM-2025-LOT7,M01,19,-8,1,10
MEM-2025-LOT7,M01,20,-8,1,10
MEM-2025-LOT7,M01,21,-8,1,10
MEM-2025-LOT7,M01,22,-8,1,10
MEM-2025-LOT7,M01,23,-8,1,10
MEM-2025-LOT7,M01,24,-8,1,10
MEM-2025-LOT7,M01,25,-8,1,10
MEM-2025-LOT7,M01,26,-8,1,10
MEM-2025-LOT7,M01,27,-8,2,31
MEM-2025-LOT7,M01,28,-8,2,21
MEM-2025-LOT7,M01,29,-8,1,10
MEM-2025-LOT7,M01,30,-8,1,10
MEM-2025-LOT7,M01,31,-8,1,10
MEM-2025-LOT7,M01,-31,-7,1,10
MEM-2025-LOT7,M01,-30,-7,1,10
MEM-2025-LOT7,M01,-29,-7,1,10
MEM-2025-LOT7,M01,-28,-7,1,10
MEM-2025-LOT7,M01,-27,-7,1,10
MEM-2025-LOT7,M01,-26,-7,1,10
MEM-2025-LOT7,M01,-25,-7,1,10
MEM-2025-LOT7,M01,-24,-7,1,10
MEM-2025-LOT7,M01,-23,-7,1,10
MEM-2025-LOT7,M01,-22,-7,1,10
MEM-2025-LOT7,M01,-21,-7,1,10
MEM-2025-LOT7,M01,-20,-7,1,10
MEM-2025-LOT7,M01,-19,-7,1,10
MEM-2025-LOT7,M01,-18,-7,1,10
MEM-2025-LOT7,M01,-17,-7,1,10
MEM-2025-LOT7,M01,-16,-7,4,20
MEM-2025-LOT7,M01,-15,-7,1,10
MEM-2025-LOT7,M01,-14,-7,1,10
MEM-2025-LOT7,M01,-13,-7,1,10
MEM-2025-LOT7,M01,-12,-7,1,10
MEM-2025-LOT7,M01,-11,-7,1,10
MEM-2025-LOT7,M01,-10,-7,1,10
MEM-2025-LOT7,M01,-9,-7,1,10
MEM-2025-LOT7,M01,-8,-7,1,10
MEM-2025-LOT7,M01,-7,-7,1,10
MEM-2025-LOT7,M01,-6,-7,1,10
MEM-2025-LOT7,M01,-5,-7,1,10
MEM-2025-LOT7,M01,-4,-7,1,10
MEM-2025-LOT7,M01,-3,-7,1,10
MEM-2025-LOT7,M01,-2,-7,1,10
MEM-2025-LOT7,M01,-1,-7,1,10
MEM-2025-LOT7,M01,0,-7,1,10
MEM-2025-LOT7,M01,1,-7,1,10
MEM-2025-LOT7,M01,2,-7,1,10
MEM-2025-LOT7,M01,3,-7,1,10
MEM-2025-LOT7,M01,4,-7,1,10
MEM-2025-LOT7,M01,5,-7,1,10
MEM-2025-LOT7,M01,6,-7,1,10
MEM-2025-LOT7,M01,7,-7,1,10
MEM-2025-LOT7,M01,8,-7,1,10
MEM-2025-LOT7,M01,9,-7,1,10
MEM-2025-LOT7,M01,10,-7,1,10
MEM-2025-LOT7,M01,11,-7,1,10
MEM-2025-LOT7,M01,12,-7,1,10
MEM-2025-LOT7,M01,13,-7,1,10
MEM-2025-LOT7,M01,14,-7,1,10
MEM-2025-LOT7,M01,15,-7,1,10
MEM-2025-LOT7,M01,16,-7,1,10
MEM-2025-LOT7,M01,17,-7,1,10
MEM-2025-LOT7,M01,18,-7,1,10
MEM-2025-LOT7,M01,19,-7,1,10
MEM-2025-LOT7,M01,20,-7,1,10
MEM-2025-LOT7,M01,21,-7,1,10
MEM-2025-LOT7,M01,22,-7,1,10
MEM-2025-LOT7,M01,23,-7,1,10
MEM-2025-LOT7,M01,24,-7,1,10
MEM-2025-LOT7,M01,25,-7,1,10
MEM-2025-LOT7,M01,26,-7,1,10
MEM-2025-LOT7,M01,27,-7,4,30
MEM-2025-LOT7,M01,28,-7,1,10
MEM-2025-LOT7,M01,29,-7,2,21
MEM-2025-LOT7,M01,30,-7,2,31
MEM-2025-LOT7,M01,31,-7,2,22
MEM-2025-LOT7,M01,-32,-6,1,10
MEM-2025-LOT7,M01,-31,-6,4,31
MEM-2025-LOT7,M01,-30,-6,1,10
MEM-2025-LOT7,M01,-29,-6,1,10
MEM-2025-LOT7,M01,-28,-6,4,21
MEM-2025-LOT7,M01,-27,-6,1,10
MEM-2025-LOT7,M01,-26,-6,1,10
MEM-2025-LOT7,M01,-25,-6,1,10
MEM-2025-LOT7,M01,-24,-6,1,10
MEM-2025-LOT7,M01,-23,-6,1,10
MEM-2025-LOT7,M01,-22,-6,1,10
MEM-2025-LOT7,M01,-21,-6,1,10
MEM-2025-LOT7,M01,-20,-6,1,10
MEM-2025-LOT7,M01,-19,-6,1,10
MEM-2025-LOT7,M01,-18,-6,1,10
MEM-2025-LOT7,M01,-17,-6,1,10
MEM-2025-LOT7,M01,-16,-6,1,10
MEM-2025-LOT7,M01,-15,-6,1,10
MEM-2025-LOT7,M01,-14,-6,1,10
MEM-2025-LOT7,M01,-13,-6,1,10
MEM-2025-LOT7,M01,-12,-6,1,10
MEM-2025-LOT7,M01,-11,-6,1,10
MEM-2025-LOT7,M01,-10,-6,1,10
MEM-2025-LOT7,M01,-9,-6,1,10
MEM-2025-LOT7,M01,-8,-6,1,10
MEM-2025-LOT7,M01,-7,-6,1,10
MEM-2025-LOT7,M01,-6,-6,2,31
MEM-2025-LOT7,M01,-5,-6,1,10
MEM-2025-LOT7,M01,-4,-6,1,10
MEM-2025-LOT7,M01,-3,-6,1,10
MEM-2025-LOT7,M01,-2,-6,1,10
MEM-2025-LOT7,M01,-1,-6,1,10
MEM-2025-LOT7,M01,0,-6,1,10
MEM-2025-LOT7,M01,1,-6,1,10
MEM-2025-LOT7,M01,2,-6,1,10
MEM-2025-LOT7,M01,3,-6,1,10
MEM-2025-LOT7,M01,4,-6,1,10
MEM-2025-LOT7,M01,5,-6,1,10
MEM-2025-LOT7,M01,6,-6,1,10
MEM-2025-LOT7,M01,7,-6,1,10
MEM-2025-LOT7,M01,8,-6,1,10
MEM-2025-LOT7,M01,9,-6,1,10
MEM-2025-LOT7,M01,10,-6,1,10
MEM-2025-LOT7,M01,11,-6,1,10
MEM-2025-LOT7,M01,12,-6,1,10
MEM-2025-LOT7,M01,13,-6,1,10
MEM-2025-LOT7,M01,14,-6,1,10
MEM-2025-LOT7,M01,15,-6,1,10
MEM-2025-LOT7,M01,16,-6,1,10
MEM-2025-LOT7,M01,17,-6,1,10
MEM-2025-LOT7,M01,18,-6,1,10
MEM-2025-LOT7,M01,19,-6,1,10
