lot,wafer,x,y,hbin,sbin,testdate,temp,testA,testB,testC
LOT123,W02,-8,-3,3,40,2026-04-22,25,1.125,0.509,33.432
LOT123,W02,-8,-2,1,10,2026-04-22,25,1.1,0.496,39.114
LOT123,W02,-8,-1,2,20,2026-04-22,25,1.169,0.499,33.728
LOT123,W02,-8,0,1,10,2026-04-22,25,1.114,0.515,26.386
LOT123,W02,-8,1,1,10,2026-04-22,25,1.244,0.513,27.619
LOT123,W02,-8,2,1,10,2026-04-22,25,1.2,0.519,40.053
LOT123,W02,-8,3,1,10,2026-04-22,25,1.13,0.504,40.938
LOT123,W02,-8,4,3,40,2026-04-22,25,1.059,0.524,47.716
LOT123,W02,-8,5,2,20,2026-04-22,25,1.042,0.524,46.198
LOT123,W02,-8,6,3,40,2026-04-22,25,1.077,0.538,54.966
LOT123,W02,-7,-6,1,10,2026-04-22,25,1.005,0.536,46.126
LOT123,W02,-7,-5,1,10,2026-04-22,25,1.016,0.529,45.767
LOT123,W02,-7,-4,4,45,2026-04-22,25,1.193,0.513,40.778
LOT123,W02,-7,-3,1,10,2026-04-22,25,1.168,0.512,31.847
LOT123,W02,-7,-2,1,10,2026-04-22,25,1.15,0.488,33.293
LOT123,W02,-7,-1,1,10,2026-04-22,25,1.23,0.493,28.863
LOT123,W02,-7,0,1,10,2026-04-22,25,1.272,0.505,28.747
LOT123,W02,-7,1,1,10,2026-04-22,25,1.112,0.51,24.37
LOT123,W02,-7,2,1,10,2026-04-22,25,1.22,0.516,25.045
LOT123,W02,-7,3,1,10,2026-04-22,25,1.201,0.505,38.797
LOT123,W02,-7,4,1,10,2026-04-22,25,1.049,0.525,34.827
LOT123,W02,-7,5,1,10,2026-04-22,25,1.156,0.519,49.679
LOT123,W02,-7,6,1,10,2026-04-22,25,1.079,0.525,46.608
LOT123,W02,-6,-7,3,40,2026-04-22,25,0.912,0.53,71.319
LOT123,W02,-6,-6,1,10,2026-04-22,25,1.03,0.528,56.413
LOT123,W02,-6,-5,1,10,2026-04-22,25,1.144,0.513,35.437
LOT123,W02,-6,-4,1,10,2026-04-22,25,1.192,0.519,36.917
LOT123,W02,-6,-3,1,10,2026-04-22,25,1.101,0.492,27.303
LOT123,W02,-6,-2,1,10,2026-04-22,25,1.297,0.509,19.931
LOT123,W02,-6,-1,1,10,2026-04-22,25,1.312,0.499,18.536
LOT123,W02,-6,0,1,10,2026-04-22,25,1.311,0.492,21.993
LOT123,W02,-6,1,1,10,2026-04-22,25,1.233,0.479,20.826
LOT123,W02,-6,2,1,10,2026-04-22,25,1.223,0.503,27.053
LOT123,W02,-6,3,1,10,2026-04-22,25,1.27,0.505,32.687
LOT123,W02,-6,4,1,10,2026-04-22,25,1.078,0.505,33.146
LOT123,W02,-6,5,1,10,2026-04-22,25,1.129,0.508,44.774
LOT123,W02,-6,6,1,10,2026-04-22,25,1.085,0.535,48.34
LOT123,W02,-6,7,2,20,2026-04-22,25,1.071,0.544,59.968
LOT123,W02,-5,-7,1,10,2026-04-22,25,1.085,0.519,54.589
LOT123,W02,-5,-6,1,10,2026-04-22,25,1.078,0.51,44.635
LOT123,W02,-5,-5,1,10,2026-04-22,25,1.065,0.507,43.379
LOT123,W02,-5,-4,2,20,2026-04-22,25,1.138,0.517,29.01
LOT123,W02,-5,-3,1,10,2026-04-22,25,1.225,0.505,24.975
LOT123,W02,-5,-2,1,10,2026-04-22,25,1.221,0.477,18.001
LOT123,W02,-5,-1,1,10,2026-04-22,25,1.241,0.497,17.016
LOT123,W02,-5,0,1,10,2026-04-22,25,1.232,0.481,19.668
LOT123,W02,-5,1,1,10,2026-04-22,25,1.346,0.487,22.022
LOT123,W02,-5,2,1,10,2026-04-22,25,1.249,0.497,24.302
LOT123,W02,-5,3,1,10,2026-04-22,25,1.186,0.496,21.531
LOT123,W02,-5,4,4,45,2026-04-22,25,1.206,0.507,35.056
LOT123,W02,-5,5,1,10,2026-04-22,25,1.033,0.515,31.75
LOT123,W02,-5,6,1,10,2026-04-22,25,0.999,0.513,44.829
LOT123,W02,-5,7,4,45,2026-04-22,25,1.022,0.531,56.902
LOT123,W02,-4,-7,1,10,2026-04-22,25,0.96,0.539,43.094
LOT123,W02,-4,-6,4,45,2026-04-22,25,1.006,0.514,36.603
LOT123,W02,-4,-5,1,10,2026-04-22,25,1.174,0.499,33.972
LOT123,W02,-4,-4,1,10,2026-04-22,25,1.236,0.512,25.449
LOT123,W02,-4,-3,1,10,2026-04-22,25,1.313,0.492,25.294
LOT123,W02,-4,-2,1,10,2026-04-22,25,1.35,0.498,17.336
LOT123,W02,-4,-1,1,10,2026-04-22,25,1.362,0.48,17.733
LOT123,W02,-4,0,3,40,2026-04-22,25,1.391,0.467,12.869
LOT123,W02,-4,1,1,10,2026-04-22,25,1.344,0.488,16.273
LOT123,W02,-4,2,1,10,2026-04-22,25,1.355,0.47,17.372
LOT123,W02,-4,3,3,40,2026-04-22,25,1.205,0.481,19.737
LOT123,W02,-4,4,1,10,2026-04-22,25,1.241,0.503,27.817
LOT123,W02,-4,5,1,10,2026-04-22,25,1.127,0.518,33.871
LOT123,W02,-4,6,1,10,2026-04-22,25,1.154,0.513,36.532
LOT123,W02,-4,7,1,10,2026-04-22,25,1.014,0.516,47.609
LOT123,W02,-3,-8,3,40,2026-04-22,25,0.912,0.525,70.28
LOT123,W02,-3,-7,2,20,2026-04-22,25,1.023,0.535,47.9
LOT123,W02,-3,-6,1,10,2026-04-22,25,1.151,0.511,41.768
LOT123,W02,-3,-5,1,10,2026-04-22,25,1.211,0.499,32.006
LOT123,W02,-3,-4,1,10,2026-04-22,25,1.269,0.503,22.921
LOT123,W02,-3,-3,1,10,2026-04-22,25,1.332,0.488,19.823
LOT123,W02,-3,-2,1,10,2026-04-22,25,1.295,0.483,17.067
LOT123,W02,-3,-1,1,10,2026-04-22,25,1.376,0.479,11.281
LOT123,W02,-3,0,1,10,2026-04-22,25,1.298,0.457,10.6
LOT123,W02,-3,1,1,10,2026-04-22,25,1.351,0.46,16.364
LOT123,W02,-3,2,1,10,2026-04-22,25,1.305,0.482,14.392
LOT123,W02,-3,3,1,10,2026-04-22,25,1.186,0.483,17.104
LOT123,W02,-3,4,1,10,2026-04-22,25,1.307,0.49,24.683
LOT123,W02,-3,5,1,10,2026-04-22,25,1.154,0.502,26.231
LOT123,W02,-3,6,1,10,2026-04-22,25,1.072,0.511,40.447
LOT123,W02,-3,7,1,10,2026-04-22,25,1.029,0.531,57.448
LOT123,W02,-3,8,1,10,2026-04-22,25,0.903,0.522,69.361
LOT123,W02,-2,-8,1,10,2026-04-22,25,0.956,0.527,56.748
LOT123,W02,-2,-7,2,20,2026-04-22,25,1.058,0.517,52.342
LOT123,W02,-2,-6,3,40,2026-04-22,25,1.166,0.524,36.608
LOT123,W02,-2,-5,1,10,2026-04-22,25,1.21,0.491,26.889
LOT123,W02,-2,-4,1,10,2026-04-22,25,1.192,0.483,26.016
LOT123,W02,-2,-3,1,10,2026-04-22,25,1.271,0.487,21.317
LOT123,W02,-2,-2,1,10,2026-04-22,25,1.322,0.476,13.434
LOT123,W02,-2,-1,1,10,2026-04-22,25,1.396,0.474,9.903
LOT123,W02,-2,0,1,10,2026-04-22,25,1.396,0.451,11.13
LOT123,W02,-2,1,1,10,2026-04-22,25,1.441,0.472,9.763
LOT123,W02,-2,2,1,10,2026-04-22,25,1.335,0.473,11.868
LOT123,W02,-2,3,1,10,2026-04-22,25,1.257,0.486,17.359
LOT123,W02,-2,4,1,10,2026-04-22,25,1.17,0.486,25.251
LOT123,W02,-2,5,2,20,2026-04-22,25,1.182,0.498,32.041
LOT123,W02,-2,6,1,10,2026-04-22,25,1.026,0.512,33.409
LOT123,W02,-2,7,1,10,2026-04-22,25,1.0,0.53,56.55
LOT123,W02,-2,8,2,20,2026-04-22,25,0.996,0.54,61.224
LOT123,W02,-1,-8,4,45,2026-04-22,25,0.918,0.531,69.53
LOT123,W02,-1,-7,1,10,2026-04-22,25,1.009,0.52,55.896
LOT123,W02,-1,-6,1,10,2026-04-22,25,1.177,0.524,40.005
LOT123,W02,-1,-5,1,10,2026-04-22,25,1.139,0.489,25.268
LOT123,W02,-1,-4,1,10,2026-04-22,25,1.309,0.488,22.608
LOT123,W02,-1,-3,1,10,2026-04-22,25,1.3,0.474,14.663
LOT123,W02,-1,-2,1,10,2026-04-22,25,1.383,0.484,11.737
LOT123,W02,-1,-1,1,10,2026-04-22,25,1.494,0.465,11.816
LOT123,W02,-1,0,1,10,2026-04-22,25,1.481,0.456,9.293
LOT123,W02,-1,1,1,10,2026-04-22,25,1.448,0.462,10.93
LOT123,W02,-1,2,4,45,2026-04-22,25,1.445,0.468,14.697
LOT123,W02,-1,3,1,10,2026-04-22,25,1.279,0.482,16.563
LOT123,W02,-1,4,1,10,2026-04-22,25,1.208,0.491,21.926
LOT123,W02,-1,5,1,10,2026-04-22,25,1.204,0.503,23.449
LOT123,W02,-1,6,1,10,2026-04-22,25,1.171,0.524,39.895
LOT123,W02,-1,7,1,10,2026-04-22,25,1.087,0.534,38.618
LOT123,W02,-1,8,2,20,2026-04-22,25,1.013,0.523,63.393
LOT123,W02,0,-8,1,10,2026-04-22,25,0.952,0.54,56.324
LOT123,W02,0,-7,1,10,2026-04-22,25,1.091,0.524,51.895
LOT123,W02,0,-6,2,20,2026-04-22,25,1.037,0.502,29.032
LOT123,W02,0,-5,1,10,2026-04-22,25,1.168,0.496,26.877
LOT123,W02,0,-4,1,10,2026-04-22,25,1.27,0.485,21.433
LOT123,W02,0,-3,1,10,2026-04-22,25,1.324,0.473,13.663
LOT123,W02,0,-2,1,10,2026-04-22,25,1.302,0.462,12.572
LOT123,W02,0,-1,2,20,2026-04-22,25,1.469,0.472,11.289
LOT123,W02,0,0,1,10,2026-04-22,25,1.442,0.44,7.843
LOT123,W02,0,1,1,10,2026-04-22,25,1.463,0.461,10.641
LOT123,W02,0,2,1,10,2026-04-22,25,1.418,0.472,12.239
LOT123,W02,0,3,4,45,2026-04-22,25,1.247,0.491,16.469
LOT123,W02,0,4,2,20,2026-04-22,25,1.327,0.481,23.988
LOT123,W02,0,5,3,40,2026-04-22,25,1.199,0.506,27.786
LOT123,W02,0,6,1,10,2026-04-22,25,1.164,0.516,38.689
LOT123,W02,0,7,1,10,2026-04-22,25,1.029,0.524,37.943
LOT123,W02,0,8,1,10,2026-04-22,25,1.005,0.539,70.782
LOT123,W02,1,-8,1,10,2026-04-22,25,1.015,0.533,66.951
LOT123,W02,1,-7,1,10,2026-04-22,25,1.032,0.513,54.472
LOT123,W02,1,-6,1,10,2026-04-22,25,1.184,0.51,29.37
LOT123,W02,1,-5,1,10,2026-04-22,25,1.242,0.507,29.566
LOT123,W02,1,-4,4,45,2026-04-22,25,1.214,0.493,20.136
LOT123,W02,1,-3,1,10,2026-04-22,25,1.259,0.488,19.663
LOT123,W02,1,-2,1,10,2026-04-22,25,1.453,0.467,11.254
LOT123,W02,1,-1,4,45,2026-04-22,25,1.367,0.45,9.568
LOT123,W02,1,0,2,20,2026-04-22,25,1.375,0.448,10.418
LOT123,W02,1,1,1,10,2026-04-22,25,1.444,0.476,11.58
LOT123,W02,1,2,1,10,2026-04-22,25,1.448,0.467,10.99
LOT123,W02,1,3,1,10,2026-04-22,25,1.299,0.474,15.786
LOT123,W02,1,4,1,10,2026-04-22,25,1.228,0.488,26.116
LOT123,W02,1,5,1,10,2026-04-22,25,1.094,0.51,28.184
LOT123,W02,1,6,1,10,2026-04-22,25,1.199,0.503,38.951
LOT123,W02,1,7,3,40,2026-04-22,25,1.019,0.529,39.684
LOT123,W02,1,8,1,10,2026-04-22,25,1.082,0.527,62.415
LOT123,W02,2,-8,1,10,2026-04-22,25,0.99,0.542,70.382
LOT123,W02,2,-7,1,10,2026-04-22,25,1.058,0.516,45.217
LOT123,W02,2,-6,1,10,2026-04-22,25,1.162,0.517,38.371
LOT123,W02,2,-5,3,40,2026-04-22,25,1.222,0.516,25.377
LOT123,W02,2,-4,1,10,2026-04-22,25,1.323,0.503,26.331
LOT123,W02,2,-3,4,45,2026-04-22,25,1.336,0.478,16.681
LOT123,W02,2,-2,1,10,2026-04-22,25,1.392,0.482,17.257
LOT123,W02,2,-1,1,10,2026-04-22,25,1.412,0.459,12.514
LOT123,W02,2,0,1,10,2026-04-22,25,1.46,0.471,10.482
LOT123,W02,2,1,1,10,2026-04-22,25,1.426,0.468,11.032
LOT123,W02,2,2,1,10,2026-04-22,25,1.347,0.467,16.06
LOT123,W02,2,3,1,10,2026-04-22,25,1.257,0.479,18.255
LOT123,W02,2,4,1,10,2026-04-22,25,1.295,0.486,19.518
LOT123,W02,2,5,1,10,2026-04-22,25,1.25,0.507,33.317
LOT123,W02,2,6,1,10,2026-04-22,25,1.111,0.521,44.961
LOT123,W02,2,7,1,10,2026-04-22,25,0.978,0.516,48.453
LOT123,W02,2,8,2,20,2026-04-22,25,0.97,0.539,70.125
LOT123,W02,3,-8,3,40,2026-04-22,25,1.031,0.542,66.686
LOT123,W02,3,-7,2,20,2026-04-22,25,1.038,0.534,50.94
LOT123,W02,3,-6,1,10,2026-04-22,25,1.081,0.522,37.174
LOT123,W02,3,-5,1,10,2026-04-22,25,1.093,0.498,35.939
LOT123,W02,3,-4,1,10,2026-04-22,25,1.182,0.5,21.573
LOT123,W02,3,-3,1,10,2026-04-22,25,1.247,0.5,23.729
LOT123,W02,3,-2,1,10,2026-04-22,25,1.285,0.47,17.321
LOT123,W02,3,-1,2,20,2026-04-22,25,1.422,0.467,15.69
LOT123,W02,3,0,4,45,2026-04-22,25,1.46,0.459,12.173
LOT123,W02,3,1,2,20,2026-04-22,25,1.395,0.465,14.801
LOT123,W02,3,2,1,10,2026-04-22,25,1.311,0.466,16.194
LOT123,W02,3,3,1,10,2026-04-22,25,1.325,0.498,23.083
LOT123,W02,3,4,1,10,2026-04-22,25,1.283,0.509,27.792
LOT123,W02,3,5,1,10,2026-04-22,25,1.182,0.506,28.937
LOT123,W02,3,6,1,10,2026-04-22,25,1.184,0.52,32.692
LOT123,W02,3,7,1,10,2026-04-22,25,1.066,0.512,57.265
LOT123,W02,3,8,3,40,2026-04-22,25,0.975,0.536,59.292
LOT123,W02,4,-7,2,20,2026-04-22,25,0.98,0.523,45.797
LOT123,W02,4,-6,1,10,2026-04-22,25,1.005,0.531,48.921
LOT123,W02,4,-5,1,10,2026-04-22,25,1.194,0.514,26.86
LOT123,W02,4,-4,3,40,2026-04-22,25,1.235,0.508,21.64
LOT123,W02,4,-3,1,10,2026-04-22,25,1.295,0.477,25.069
LOT123,W02,4,-2,1,10,2026-04-22,25,1.203,0.491,20.328
LOT123,W02,4,-1,1,10,2026-04-22,25,1.365,0.475,16.284
LOT123,W02,4,0,1,10,2026-04-22,25,1.296,0.48,15.118
LOT123,W02,4,1,1,10,2026-04-22,25,1.272,0.481,13.481
LOT123,W02,4,2,1,10,2026-04-22,25,1.256,0.486,15.252
LOT123,W02,4,3,1,10,2026-04-22,25,1.3,0.5,20.963
LOT123,W02,4,4,1,10,2026-04-22,25,1.253,0.498,30.392
LOT123,W02,4,5,1,10,2026-04-22,25,1.073,0.497,39.237
LOT123,W02,4,6,1,10,2026-04-22,25,1.176,0.52,34.341
LOT123,W02,4,7,2,20,2026-04-22,25,1.027,0.522,52.259
LOT123,W02,5,-7,3,40,2026-04-22,25,0.974,0.542,67.274
LOT123,W02,5,-6,4,45,2026-04-22,25,1.034,0.519,45.026
LOT123,W02,5,-5,1,10,2026-04-22,25,1.091,0.519,31.246
LOT123,W02,5,-4,1,10,2026-04-22,25,1.246,0.514,24.668
LOT123,W02,5,-3,1,10,2026-04-22,25,1.141,0.493,26.481
LOT123,W02,5,-2,1,10,2026-04-22,25,1.202,0.494,17.529
LOT123,W02,5,-1,2,20,2026-04-22,25,1.208,0.49,20.645
LOT123,W02,5,0,1,10,2026-04-22,25,1.203,0.491,19.531
LOT123,W02,5,1,1,10,2026-04-22,25,1.225,0.493,18.142
LOT123,W02,5,2,1,10,2026-04-22,25,1.289,0.492,18.959
LOT123,W02,5,3,1,10,2026-04-22,25,1.138,0.494,27.733
LOT123,W02,5,4,2,20,2026-04-22,25,1.155,0.516,29.03
LOT123,W02,5,5,1,10,2026-04-22,25,1.078,0.501,40.242
LOT123,W02,5,6,1,10,2026-04-22,25,1.019,0.532,45.327
LOT123,W02,5,7,1,10,2026-04-22,25,1.082,0.521,49.346
LOT123,W02,6,-7,1,10,2026-04-22,25,0.995,0.527,52.929
LOT123,W02,6,-6,2,20,2026-04-22,25,0.974,0.518,42.601
LOT123,W02,6,-5,4,45,2026-04-22,25,1.09,0.501,45.407
LOT123,W02,6,-4,1,10,2026-04-22,25,1.077,0.518,28.802
LOT123,W02,6,-3,1,10,2026-04-22,25,1.24,0.488,32.06
LOT123,W02,6,-2,1,10,2026-04-22,25,1.139,0.505,24.074
LOT123,W02,6,-1,1,10,2026-04-22,25,1.237,0.483,25.276
LOT123,W02,6,0,1,10,2026-04-22,25,1.284,0.493,19.248
LOT123,W02,6,1,1,10,2026-04-22,25,1.217,0.499,21.514
LOT123,W02,6,2,3,40,2026-04-22,25,1.295,0.485,24.539
LOT123,W02,6,3,1,10,2026-04-22,25,1.18,0.495,23.947
LOT123,W02,6,4,1,10,2026-04-22,25,1.179,0.51,33.646
LOT123,W02,6,5,1,10,2026-04-22,25,1.122,0.526,32.221
LOT123,W02,6,6,1,10,2026-04-22,25,1.058,0.537,39.993
LOT123,W02,6,7,1,10,2026-04-22,25,1.009,0.532,64.567
LOT123,W02,7,-6,1,10,2026-04-22,25,0.956,0.524,46.892
LOT123,W02,7,-5,1,10,2026-04-22,25,1.061,0.526,38.256
LOT123,W02,7,-4,4,45,2026-04-22,25,1.1,0.513,35.721
LOT123,W02,7,-3,1,10,2026-04-22,25,1.13,0.494,27.154
LOT123,W02,7,-2,1,10,2026-04-22,25,1.166,0.516,27.737
LOT123,W02,7,-1,1,10,2026-04-22,25,1.238,0.492,27.73
LOT123,W02,7,0,1,10,2026-04-22,25,1.235,0.484,25.505
LOT123,W02,7,1,1,10,2026-04-22,25,1.258,0.486,27.223
LOT123,W02,7,2,1,10,2026-04-22,25,1.097,0.498,23.978
LOT123,W02,7,3,2,20,2026-04-22,25,1.08,0.516,30.193
LOT123,W02,7,4,2,20,2026-04-22,25,1.105,0.525,33.94
LOT123,W02,7,5,1,10,2026-04-22,25,1.124,0.513,51.662
LOT123,W02,7,6,1,10,2026-04-22,25,0.997,0.539,44.585
LOT123,W02,8,-6,2,20,2026-04-22,25,1.082,0.535,57.946
LOT123,W02,8,-5,1,10,2026-04-22,25,1.071,0.525,51.682
LOT123,W02,8,-4,1,10,2026-04-22,25,1.159,0.514,38.118
LOT123,W02,8,-3,2,20,2026-04-22,25,1.109,0.512,36.804
LOT123,W02,8,-2,1,10,2026-04-22,25,1.167,0.522,38.61
LOT123,W02,8,-1,1,10,2026-04-22,25,1.221,0.51,27.822
LOT123,W02,8,0,3,40,2026-04-22,25,1.162,0.508,31.244
LOT123,W02,8,1,1,10,2026-04-22,25,1.127,0.505,30.372
LOT123,W02,8,2,1,10,2026-04-22,25,1.174,0.517,36.735
LOT123,W02,8,3,3,40,2026-04-22,25,1.133,0.524,29.925
LOT123,W02,8,4,1,10,2026-04-22,25,0.996,0.524,41.942
LOT123,W02,8,5,1,10,2026-04-22,25,1.093,0.512,53.004
LOT123,W02,8,6,1,10,2026-04-22,25,1.001,0.539,53.997
LOT123,W02,9,-5,1,10,2026-04-22,25,1.03,0.523,47.758
LOT123,W02,9,-4,1,10,2026-04-22,25,1.118,0.532,47.209
LOT123,W02,9,-3,1,10,2026-04-22,25,1.156,0.514,41.652
LOT123,W02,9,-2,1,10,2026-04-22,25,1.025,0.527,36.671
LOT123,W02,9,-1,1,10,2026-04-22,25,1.069,0.516,42.164
LOT123,W02,9,0,1,10,2026-04-22,25,1.06,0.515,41.651
LOT123,W02,9,1,1,10,2026-04-22,25,1.032,0.521,30.892
LOT123,W02,9,2,2,20,2026-04-22,25,1.187,0.502,31.94
LOT123,W02,9,3,2,20,2026-04-22,25,1.142,0.505,38.562
LOT123,W02,9,4,2,20,2026-04-22,25,0.998,0.511,45.387
LOT123,W02,9,5,1,10,2026-04-22,25,0.989,0.521,66.431
LOT123,W02,10,-5,1,10,2026-04-22,25,0.95,0.527,66.965
LOT123,W02,10,-4,1,10,2026-04-22,25,1.021,0.543,66.849
LOT123,W02,10,-3,1,10,2026-04-22,25,1.085,0.521,49.195
LOT123,W02,10,-2,1,10,2026-04-22,25,0.982,0.515,47.843
LOT123,W02,10,-1,1,10,2026-04-22,25,1.027,0.509,37.773
LOT123,W02,10,0,1,10,2026-04-22,25,1.066,0.528,43.414
LOT123,W02,10,1,1,10,2026-04-22,25,1.045,0.509,35.509
LOT123,W02,10,2,1,10,2026-04-22,25,1.027,0.519,55.011
LOT123,W02,10,3,1,10,2026-04-22,25,0.992,0.532,41.422
LOT123,W02,10,4,1,10,2026-04-22,25,0.949,0.525,55.708
LOT123,W02,10,5,1,10,2026-04-22,25,0.992,0.543,53.416
LOT123,W02,11,-3,1,10,2026-04-22,25,1.003,0.518,51.125
LOT123,W02,11,-2,1,10,2026-04-22,25,1.041,0.537,59.86
LOT123,W02,11,-1,1,10,2026-04-22,25,1.038,0.534,43.038
LOT123,W02,11,0,2,20,2026-04-22,25,1.086,0.512,42.818
LOT123,W02,11,1,1,10,2026-04-22,25,1.108,0.531,60.773
LOT123,W02,11,2,1,10,2026-04-22,25,1.093,0.53,54.827
LOT123,W02,11,3,1,10,2026-04-22,25,1.088,0.531,65.868
LOT123,W02,12,-2,1,10,2026-04-22,25,0.903,0.546,59.772
LOT123,W02,12,-1,1,10,2026-04-22,25,0.97,0.532,68.315
LOT123,W02,12,0,1,10,2026-04-22,25,0.973,0.533,62.491
LOT123,W02,12,1,1,10,2026-04-22,25,0.954,0.53,70.027
LOT123,W02,12,2,1,10,2026-04-22,25,0.928,0.525,74.443
LOT123,W03,-12,-2,1,10,2026-04-23,25,1.06,0.547,58.721
LOT123,W03,-12,-1,1,10,2026-04-23,25,0.987,0.532,66.133
LOT123,W03,-12,0,1,10,2026-04-23,25,1.011,0.52,67.104
LOT123,W03,-12,1,1,10,2026-04-23,25,0.939,0.534,68.831
LOT123,W03,-12,2,1,10,2026-04-23,25,1.051,0.545,58.253
LOT123,W03,-11,-3,1,10,2026-04-23,25,0.985,0.523,47.628
LOT123,W03,-11,-2,1,10,2026-04-23,25,1.013,0.533,51.261
LOT123,W03,-11,-1,1,10,2026-04-23,25,1.018,0.538,52.027
LOT123,W03,-11,0,1,10,2026-04-23,25,1.073,0.518,58.852
LOT123,W03,-11,1,2,20,2026-04-23,25,1.082,0.527,44.462
LOT123,W03,-11,2,3,40,2026-04-23,25,1.024,0.532,60.866
LOT123,W03,-11,3,1,10,2026-04-23,25,1.046,0.541,52.074
LOT123,W03,-10,-5,1,10,2026-04-23,25,1.02,0.542,62.31
LOT123,W03,-10,-4,1,10,2026-04-23,25,1.024,0.535,46.889
LOT123,W03,-10,-3,1,10,2026-04-23,25,1.088,0.535,45.981
LOT123,W03,-10,-2,1,10,2026-04-23,25,1.137,0.531,49.378
LOT123,W03,-10,-1,1,10,2026-04-23,25,1.164,0.523,37.062
LOT123,W03,-10,0,1,10,2026-04-23,25,1.112,0.529,45.525
LOT123,W03,-10,1,1,10,2026-04-23,25,1.04,0.521,42.677
LOT123,W03,-10,2,1,10,2026-04-23,25,1.021,0.534,47.301
LOT123,W03,-10,3,1,10,2026-04-23,25,1.093,0.528,42.549
LOT123,W03,-10,4,1,10,2026-04-23,25,0.945,0.52,52.238
LOT123,W03,-10,5,1,10,2026-04-23,25,0.982,0.545,77.107
LOT123,W03,-9,-5,1,10,2026-04-23,25,1.083,0.527,60.273
LOT123,W03,-9,-4,1,10,2026-04-23,25,0.984,0.51,42.447
LOT123,W03,-9,-3,2,20,2026-04-23,25,1.087,0.531,45.963
LOT123,W03,-9,-2,1,10,2026-04-23,25,1.018,0.503,43.643
LOT123,W03,-9,-1,1,10,2026-04-23,25,1.061,0.525,38.44
LOT123,W03,-9,0,1,10,2026-04-23,25,1.2,0.52,30.214
LOT123,W03,-9,1,1,10,2026-04-23,25,1.11,0.51,37.205
LOT123,W03,-9,2,1,10,2026-04-23,25,1.104,0.506,47.164
LOT123,W03,-9,3,1,10,2026-04-23,25,1.092,0.523,49.351
LOT123,W03,-9,4,1,10,2026-04-23,25,1.01,0.537,54.98
LOT123,W03,-9,5,1,10,2026-04-23,25,0.981,0.526,48.576
LOT123,W03,-8,-6,1,10,2026-04-23,25,1.068,0.531,69.281
LOT123,W03,-8,-5,1,10,2026-04-23,25,1.076,0.533,54.934
LOT123,W03,-8,-4,1,10,2026-04-23,25,1.159,0.508,47.869
LOT123,W03,-8,-3,1,10,2026-04-23,25,1.088,0.515,39.575
LOT123,W03,-8,-2,1,10,2026-04-23,25,1.183,0.505,31.503
LOT123,W03,-8,-1,1,10,2026-04-23,25,1.138,0.496,30.464
LOT123,W03,-8,0,1,10,2026-04-23,25,1.188,0.502,31.137
LOT123,W03,-8,1,1,10,2026-04-23,25,1.096,0.518,35.257
LOT123,W03,-8,2,1,10,2026-04-23,25,1.126,0.514,29.468
LOT123,W03,-8,3,1,10,2026-04-23,25,1.051,0.526,44.629
LOT123,W03,-8,4,1,10,2026-04-23,25,1.049,0.521,47.291
LOT123,W03,-8,5,2,20,2026-04-23,25,1.054,0.525,42.416
LOT123,W03,-8,6,1,10,2026-04-23,25,1.078,0.518,58.123
LOT123,W03,-7,-6,1,10,2026-04-23,25,0.958,0.541,45.57
LOT123,W03,-7,-5,1,10,2026-04-23,25,1.079,0.522,45.162
LOT123,W03,-7,-4,1,10,2026-04-23,25,1.102,0.511,43.754
LOT123,W03,-7,-3,1,10,2026-04-23,25,1.188,0.505,31.477
LOT123,W03,-7,-2,1,10,2026-04-23,25,1.187,0.508,30.828
LOT123,W03,-7,-1,1,10,2026-04-23,25,1.208,0.488,26.798
LOT123,W03,-7,0,1,10,2026-04-23,25,1.284,0.487,28.766
LOT123,W03,-7,1,1,10,2026-04-23,25,1.263,0.507,24.136
LOT123,W03,-7,2,1,10,2026-04-23,25,1.242,0.501,34.436
LOT123,W03,-7,3,1,10,2026-04-23,25,1.151,0.505,28.86
LOT123,W03,-7,4,1,10,2026-04-23,25,1.143,0.526,45.024
LOT123,W03,-7,5,1,10,2026-04-23,25,1.141,0.522,43.322
LOT123,W03,-7,6,1,10,2026-04-23,25,1.022,0.522,48.99
LOT123,W03,-6,-7,4,45,2026-04-23,25,0.956,0.527,52.836
LOT123,W03,-6,-6,1,10,2026-04-23,25,1.088,0.513,50.798
LOT123,W03,-6,-5,1,10,2026-04-23,25,1.078,0.527,35.952
LOT123,W03,-6,-4,2,20,2026-04-23,25,1.078,0.497,28.773
LOT123,W03,-6,-3,1,10,2026-04-23,25,1.246,0.513,23.459
LOT123,W03,-6,-2,1,10,2026-04-23,25,1.247,0.49,23.142
LOT123,W03,-6,-1,1,10,2026-04-23,25,1.326,0.483,22.065
LOT123,W03,-6,0,1,10,2026-04-23,25,1.282,0.5,23.941
LOT123,W03,-6,1,1,10,2026-04-23,25,1.166,0.494,20.657
LOT123,W03,-6,2,1,10,2026-04-23,25,1.284,0.495,28.761
LOT123,W03,-6,3,2,20,2026-04-23,25,1.205,0.488,23.922
LOT123,W03,-6,4,1,10,2026-04-23,25,1.112,0.517,33.566
LOT123,W03,-6,5,2,20,2026-04-23,25,1.011,0.514,40.148
LOT123,W03,-6,6,1,10,2026-04-23,25,0.974,0.521,46.052
LOT123,W03,-6,7,1,10,2026-04-23,25,0.971,0.537,57.433
